Date,Id,code,name,Hour,Value,unit_catalog,unit_effective,unit_override_applied,override_reason,Value_MW
2026-06-01,Recurso,CTG2,,Hour01,39000.0,kW,kW,False,,39.0
2026-06-01,Recurso,CTG2,,Hour02,39000.0,kW,kW,False,,39.0
2026-06-01,Recurso,CTG2,,Hour03,39000.0,kW,kW,False,,39.0
2026-06-01,Recurso,CTG2,,Hour04,39000.0,kW,kW,False,,39.0
2026-06-01,Recurso,CTG2,,Hour05,39000.0,kW,kW,False,,39.0
2026-06-01,Recurso,CTG2,,Hour06,39000.0,kW,kW,False,,39.0
2026-06-01,Recurso,CTG2,,Hour07,,kW,kW,False,,
2026-06-01,Recurso,CTG2,,Hour08,,kW,kW,False,,
2026-06-01,Recurso,CTG2,,Hour09,,kW,kW,False,,
2026-06-01,Recurso,CTG2,,Hour10,,kW,kW,False,,
2026-06-01,Recurso,CTG2,,Hour11,,kW,kW,False,,
2026-06-01,Recurso,CTG2,,Hour12,,kW,kW,False,,
2026-06-01,Recurso,CTG2,,Hour13,,kW,kW,False,,
2026-06-01,Recurso,CTG2,,Hour14,,kW,kW,False,,
2026-06-01,Recurso,CTG2,,Hour15,,kW,kW,False,,
2026-06-01,Recurso,CTG2,,Hour16,,kW,kW,False,,
2026-06-01,Recurso,CTG2,,Hour17,,kW,kW,False,,
2026-06-01,Recurso,CTG2,,Hour18,,kW,kW,False,,
2026-06-01,Recurso,CTG2,,Hour19,,kW,kW,False,,
2026-06-01,Recurso,CTG2,,Hour20,,kW,kW,False,,
2026-06-01,Recurso,CTG2,,Hour21,,kW,kW,False,,
2026-06-01,Recurso,CTG2,,Hour22,,kW,kW,False,,
2026-06-01,Recurso,CTG2,,Hour23,,kW,kW,False,,
2026-06-01,Recurso,CTG2,,Hour24,,kW,kW,False,,
2026-06-01,Recurso,CTG3,,Hour01,,kW,kW,False,,
2026-06-01,Recurso,CTG3,,Hour02,,kW,kW,False,,
2026-06-01,Recurso,CTG3,,Hour03,,kW,kW,False,,
2026-06-01,Recurso,CTG3,,Hour04,,kW,kW,False,,
2026-06-01,Recurso,CTG3,,Hour05,,kW,kW,False,,
2026-06-01,Recurso,CTG3,,Hour06,,kW,kW,False,,
2026-06-01,Recurso,CTG3,,Hour07,,kW,kW,False,,
2026-06-01,Recurso,CTG3,,Hour08,,kW,kW,False,,
2026-06-01,Recurso,CTG3,,Hour09,,kW,kW,False,,
2026-06-01,Recurso,CTG3,,Hour10,,kW,kW,False,,
2026-06-01,Recurso,CTG3,,Hour11,,kW,kW,False,,
2026-06-01,Recurso,CTG3,,Hour12,,kW,kW,False,,
2026-06-01,Recurso,CTG3,,Hour13,,kW,kW,False,,
2026-06-01,Recurso,CTG3,,Hour14,,kW,kW,False,,
2026-06-01,Recurso,CTG3,,Hour15,,kW,kW,False,,
2026-06-01,Recurso,CTG3,,Hour16,,kW,kW,False,,
2026-06-01,Recurso,CTG3,,Hour17,,kW,kW,False,,
2026-06-01,Recurso,CTG3,,Hour18,,kW,kW,False,,
2026-06-01,Recurso,CTG3,,Hour19,,kW,kW,False,,
2026-06-01,Recurso,CTG3,,Hour20,,kW,kW,False,,
2026-06-01,Recurso,CTG3,,Hour21,,kW,kW,False,,
2026-06-01,Recurso,CTG3,,Hour22,,kW,kW,False,,
2026-06-01,Recurso,CTG3,,Hour23,,kW,kW,False,,
2026-06-01,Recurso,CTG3,,Hour24,,kW,kW,False,,
2026-06-01,Recurso,CUC1,,Hour01,37000.0,kW,kW,False,,37.0
2026-06-01,Recurso,CUC1,,Hour02,37000.0,kW,kW,False,,37.0
2026-06-01,Recurso,CUC1,,Hour03,37000.0,kW,kW,False,,37.0
2026-06-01,Recurso,CUC1,,Hour04,37000.0,kW,kW,False,,37.0
2026-06-01,Recurso,CUC1,,Hour05,37000.0,kW,kW,False,,37.0
2026-06-01,Recurso,CUC1,,Hour06,37000.0,kW,kW,False,,37.0
2026-06-01,Recurso,CUC1,,Hour07,36000.0,kW,kW,False,,36.0
2026-06-01,Recurso,CUC1,,Hour08,36000.0,kW,kW,False,,36.0
2026-06-01,Recurso,CUC1,,Hour09,36000.0,kW,kW,False,,36.0
2026-06-01,Recurso,CUC1,,Hour10,34000.0,kW,kW,False,,34.0
2026-06-01,Recurso,CUC1,,Hour11,34000.0,kW,kW,False,,34.0
2026-06-01,Recurso,CUC1,,Hour12,33000.0,kW,kW,False,,33.0
2026-06-01,Recurso,CUC1,,Hour13,33000.0,kW,kW,False,,33.0
2026-06-01,Recurso,CUC1,,Hour14,33000.0,kW,kW,False,,33.0
2026-06-01,Recurso,CUC1,,Hour15,31000.0,kW,kW,False,,31.0
2026-06-01,Recurso,CUC1,,Hour16,31000.0,kW,kW,False,,31.0
2026-06-01,Recurso,CUC1,,Hour17,31000.0,kW,kW,False,,31.0
2026-06-01,Recurso,CUC1,,Hour18,31000.0,kW,kW,False,,31.0
2026-06-01,Recurso,CUC1,,Hour19,29000.0,kW,kW,False,,29.0
2026-06-01,Recurso,CUC1,,Hour20,29000.0,kW,kW,False,,29.0
2026-06-01,Recurso,CUC1,,Hour21,29000.0,kW,kW,False,,29.0
2026-06-01,Recurso,CUC1,,Hour22,29000.0,kW,kW,False,,29.0
2026-06-01,Recurso,CUC1,,Hour23,29000.0,kW,kW,False,,29.0
2026-06-01,Recurso,CUC1,,Hour24,29000.0,kW,kW,False,,29.0
2026-06-01,Recurso,DVS1,,Hour01,140000.0,kW,kW,False,,140.0
2026-06-01,Recurso,DVS1,,Hour02,140000.0,kW,kW,False,,140.0
2026-06-01,Recurso,DVS1,,Hour03,140000.0,kW,kW,False,,140.0
2026-06-01,Recurso,DVS1,,Hour04,140000.0,kW,kW,False,,140.0
2026-06-01,Recurso,DVS1,,Hour05,140000.0,kW,kW,False,,140.0
2026-06-01,Recurso,DVS1,,Hour06,140000.0,kW,kW,False,,140.0
2026-06-01,Recurso,DVS1,,Hour07,140000.0,kW,kW,False,,140.0
2026-06-01,Recurso,DVS1,,Hour08,140000.0,kW,kW,False,,140.0
2026-06-01,Recurso,DVS1,,Hour09,140000.0,kW,kW,False,,140.0
2026-06-01,Recurso,DVS1,,Hour10,140000.0,kW,kW,False,,140.0
2026-06-01,Recurso,DVS1,,Hour11,140000.0,kW,kW,False,,140.0
2026-06-01,Recurso,DVS1,,Hour12,140000.0,kW,kW,False,,140.0
2026-06-01,Recurso,DVS1,,Hour13,140000.0,kW,kW,False,,140.0
2026-06-01,Recurso,DVS1,,Hour14,100667.0,kW,kW,False,,100.667
2026-06-01,Recurso,DVS1,,Hour15,100000.0,kW,kW,False,,100.0
2026-06-01,Recurso,DVS1,,Hour16,100000.0,kW,kW,False,,100.0
2026-06-01,Recurso,DVS1,,Hour17,115333.0,kW,kW,False,,115.333
2026-06-01,Recurso,DVS1,,Hour18,140000.0,kW,kW,False,,140.0
2026-06-01,Recurso,DVS1,,Hour19,140000.0,kW,kW,False,,140.0
2026-06-01,Recurso,DVS1,,Hour20,140000.0,kW,kW,False,,140.0
2026-06-01,Recurso,DVS1,,Hour21,140000.0,kW,kW,False,,140.0
2026-06-01,Recurso,DVS1,,Hour22,140000.0,kW,kW,False,,140.0
2026-06-01,Recurso,DVS1,,Hour23,140000.0,kW,kW,False,,140.0
2026-06-01,Recurso,DVS1,,Hour24,140000.0,kW,kW,False,,140.0
2026-06-01,Recurso,ESMR,,Hour01,21000.0,kW,kW,False,,21.0
2026-06-01,Recurso,ESMR,,Hour02,21000.0,kW,kW,False,,21.0
2026-06-01,Recurso,ESMR,,Hour03,21000.0,kW,kW,False,,21.0
2026-06-01,Recurso,ESMR,,Hour04,21000.0,kW,kW,False,,21.0
2026-06-01,Recurso,ESMR,,Hour05,21000.0,kW,kW,False,,21.0
2026-06-01,Recurso,ESMR,,Hour06,21000.0,kW,kW,False,,21.0
2026-06-01,Recurso,ESMR,,Hour07,21000.0,kW,kW,False,,21.0
2026-06-01,Recurso,ESMR,,Hour08,21000.0,kW,kW,False,,21.0
2026-06-01,Recurso,ESMR,,Hour09,21000.0,kW,kW,False,,21.0
2026-06-01,Recurso,ESMR,,Hour10,21000.0,kW,kW,False,,21.0
2026-06-01,Recurso,ESMR,,Hour11,21000.0,kW,kW,False,,21.0
2026-06-01,Recurso,ESMR,,Hour12,21000.0,kW,kW,False,,21.0
2026-06-01,Recurso,ESMR,,Hour13,21000.0,kW,kW,False,,21.0
2026-06-01,Recurso,ESMR,,Hour14,21000.0,kW,kW,False,,21.0
2026-06-01,Recurso,ESMR,,Hour15,21000.0,kW,kW,False,,21.0
2026-06-01,Recurso,ESMR,,Hour16,21000.0,kW,kW,False,,21.0
2026-06-01,Recurso,ESMR,,Hour17,21000.0,kW,kW,False,,21.0
2026-06-01,Recurso,ESMR,,Hour18,21000.0,kW,kW,False,,21.0
2026-06-01,Recurso,ESMR,,Hour19,21000.0,kW,kW,False,,21.0
2026-06-01,Recurso,ESMR,,Hour20,19000.0,kW,kW,False,,19.0
2026-06-01,Recurso,ESMR,,Hour21,19000.0,kW,kW,False,,19.0
2026-06-01,Recurso,ESMR,,Hour22,19000.0,kW,kW,False,,19.0
2026-06-01,Recurso,ESMR,,Hour23,19000.0,kW,kW,False,,19.0
2026-06-01,Recurso,ESMR,,Hour24,19000.0,kW,kW,False,,19.0
2026-06-01,Recurso,GE32,,Hour01,260000.0,kW,kW,False,,260.0
2026-06-01,Recurso,GE32,,Hour02,260000.0,kW,kW,False,,260.0
