Date,Id,code,name,Hour,Value,unit_catalog,unit_effective,unit_override_applied,override_reason,Value_MW
2026-06-01,Recurso,2QEK,,Hour01,35000.0,kW,kW,False,,35.0
2026-06-01,Recurso,2QEK,,Hour02,35000.0,kW,kW,False,,35.0
2026-06-01,Recurso,2QEK,,Hour03,35000.0,kW,kW,False,,35.0
2026-06-01,Recurso,2QEK,,Hour04,35000.0,kW,kW,False,,35.0
2026-06-01,Recurso,2QEK,,Hour05,35000.0,kW,kW,False,,35.0
2026-06-01,Recurso,2QEK,,Hour06,35000.0,kW,kW,False,,35.0
2026-06-01,Recurso,2QEK,,Hour07,35000.0,kW,kW,False,,35.0
2026-06-01,Recurso,2QEK,,Hour08,35000.0,kW,kW,False,,35.0
2026-06-01,Recurso,2QEK,,Hour09,35000.0,kW,kW,False,,35.0
2026-06-01,Recurso,2QEK,,Hour10,35000.0,kW,kW,False,,35.0
2026-06-01,Recurso,2QEK,,Hour11,35000.0,kW,kW,False,,35.0
2026-06-01,Recurso,2QEK,,Hour12,35000.0,kW,kW,False,,35.0
2026-06-01,Recurso,2QEK,,Hour13,35000.0,kW,kW,False,,35.0
2026-06-01,Recurso,2QEK,,Hour14,35000.0,kW,kW,False,,35.0
2026-06-01,Recurso,2QEK,,Hour15,35000.0,kW,kW,False,,35.0
2026-06-01,Recurso,2QEK,,Hour16,35000.0,kW,kW,False,,35.0
2026-06-01,Recurso,2QEK,,Hour17,35000.0,kW,kW,False,,35.0
2026-06-01,Recurso,2QEK,,Hour18,35000.0,kW,kW,False,,35.0
2026-06-01,Recurso,2QEK,,Hour19,35000.0,kW,kW,False,,35.0
2026-06-01,Recurso,2QEK,,Hour20,35000.0,kW,kW,False,,35.0
2026-06-01,Recurso,2QEK,,Hour21,35000.0,kW,kW,False,,35.0
2026-06-01,Recurso,2QEK,,Hour22,35000.0,kW,kW,False,,35.0
2026-06-01,Recurso,2QEK,,Hour23,35000.0,kW,kW,False,,35.0
2026-06-01,Recurso,2QEK,,Hour24,35000.0,kW,kW,False,,35.0
2026-06-01,Recurso,3ENA,,Hour01,200000.0,kW,kW,False,,200.0
2026-06-01,Recurso,3ENA,,Hour02,200000.0,kW,kW,False,,200.0
2026-06-01,Recurso,3ENA,,Hour03,200000.0,kW,kW,False,,200.0
2026-06-01,Recurso,3ENA,,Hour04,200000.0,kW,kW,False,,200.0
2026-06-01,Recurso,3ENA,,Hour05,200000.0,kW,kW,False,,200.0
2026-06-01,Recurso,3ENA,,Hour06,200000.0,kW,kW,False,,200.0
2026-06-01,Recurso,3ENA,,Hour07,200000.0,kW,kW,False,,200.0
2026-06-01,Recurso,3ENA,,Hour08,200000.0,kW,kW,False,,200.0
2026-06-01,Recurso,3ENA,,Hour09,200000.0,kW,kW,False,,200.0
2026-06-01,Recurso,3ENA,,Hour10,200000.0,kW,kW,False,,200.0
2026-06-01,Recurso,3ENA,,Hour11,200000.0,kW,kW,False,,200.0
2026-06-01,Recurso,3ENA,,Hour12,200000.0,kW,kW,False,,200.0
2026-06-01,Recurso,3ENA,,Hour13,200000.0,kW,kW,False,,200.0
2026-06-01,Recurso,3ENA,,Hour14,200000.0,kW,kW,False,,200.0
2026-06-01,Recurso,3ENA,,Hour15,200000.0,kW,kW,False,,200.0
2026-06-01,Recurso,3ENA,,Hour16,200000.0,kW,kW,False,,200.0
2026-06-01,Recurso,3ENA,,Hour17,200000.0,kW,kW,False,,200.0
2026-06-01,Recurso,3ENA,,Hour18,200000.0,kW,kW,False,,200.0
2026-06-01,Recurso,3ENA,,Hour19,200000.0,kW,kW,False,,200.0
2026-06-01,Recurso,3ENA,,Hour20,200000.0,kW,kW,False,,200.0
2026-06-01,Recurso,3ENA,,Hour21,200000.0,kW,kW,False,,200.0
2026-06-01,Recurso,3ENA,,Hour22,200000.0,kW,kW,False,,200.0
2026-06-01,Recurso,3ENA,,Hour23,200000.0,kW,kW,False,,200.0
2026-06-01,Recurso,3ENA,,Hour24,200000.0,kW,kW,False,,200.0
2026-06-01,Recurso,4YCN,,Hour01,,kW,kW,False,,
2026-06-01,Recurso,4YCN,,Hour02,,kW,kW,False,,
2026-06-01,Recurso,4YCN,,Hour03,,kW,kW,False,,
2026-06-01,Recurso,4YCN,,Hour04,,kW,kW,False,,
2026-06-01,Recurso,4YCN,,Hour05,,kW,kW,False,,
2026-06-01,Recurso,4YCN,,Hour06,,kW,kW,False,,
2026-06-01,Recurso,4YCN,,Hour07,,kW,kW,False,,
2026-06-01,Recurso,4YCN,,Hour08,,kW,kW,False,,
2026-06-01,Recurso,4YCN,,Hour09,,kW,kW,False,,
2026-06-01,Recurso,4YCN,,Hour10,,kW,kW,False,,
2026-06-01,Recurso,4YCN,,Hour11,,kW,kW,False,,
2026-06-01,Recurso,4YCN,,Hour12,,kW,kW,False,,
2026-06-01,Recurso,4YCN,,Hour13,,kW,kW,False,,
2026-06-01,Recurso,4YCN,,Hour14,,kW,kW,False,,
2026-06-01,Recurso,4YCN,,Hour15,,kW,kW,False,,
2026-06-01,Recurso,4YCN,,Hour16,,kW,kW,False,,
2026-06-01,Recurso,4YCN,,Hour17,,kW,kW,False,,
2026-06-01,Recurso,4YCN,,Hour18,,kW,kW,False,,
2026-06-01,Recurso,4YCN,,Hour19,,kW,kW,False,,
2026-06-01,Recurso,4YCN,,Hour20,,kW,kW,False,,
2026-06-01,Recurso,4YCN,,Hour21,,kW,kW,False,,
