Date,Id,code,name,Hour,Value,unit_catalog,unit_effective,unit_override_applied,override_reason,Value_MW
2026-06-01,Recurso,HMIN,,Hour01,11000.0,kW,kW,False,,11.0
2026-06-01,Recurso,HMIN,,Hour02,11000.0,kW,kW,False,,11.0
2026-06-01,Recurso,HMIN,,Hour03,11000.0,kW,kW,False,,11.0
2026-06-01,Recurso,HMIN,,Hour04,11000.0,kW,kW,False,,11.0
2026-06-01,Recurso,HMIN,,Hour05,11000.0,kW,kW,False,,11.0
2026-06-01,Recurso,HMIN,,Hour06,11000.0,kW,kW,False,,11.0
2026-06-01,Recurso,HMIN,,Hour07,11000.0,kW,kW,False,,11.0
2026-06-01,Recurso,HMIN,,Hour08,11000.0,kW,kW,False,,11.0
2026-06-01,Recurso,HMIN,,Hour09,11000.0,kW,kW,False,,11.0
2026-06-01,Recurso,HMIN,,Hour10,11000.0,kW,kW,False,,11.0
2026-06-01,Recurso,HMIN,,Hour11,11000.0,kW,kW,False,,11.0
2026-06-01,Recurso,HMIN,,Hour12,11000.0,kW,kW,False,,11.0
2026-06-01,Recurso,HMIN,,Hour13,11000.0,kW,kW,False,,11.0
2026-06-01,Recurso,HMIN,,Hour14,11000.0,kW,kW,False,,11.0
2026-06-01,Recurso,HMIN,,Hour15,11000.0,kW,kW,False,,11.0
2026-06-01,Recurso,HMIN,,Hour16,11000.0,kW,kW,False,,11.0
2026-06-01,Recurso,HMIN,,Hour17,11000.0,kW,kW,False,,11.0
2026-06-01,Recurso,HMIN,,Hour18,11000.0,kW,kW,False,,11.0
2026-06-01,Recurso,HMIN,,Hour19,11000.0,kW,kW,False,,11.0
2026-06-01,Recurso,HMIN,,Hour20,11000.0,kW,kW,False,,11.0
2026-06-01,Recurso,HMIN,,Hour21,11000.0,kW,kW,False,,11.0
2026-06-01,Recurso,HMIN,,Hour22,11000.0,kW,kW,False,,11.0
2026-06-01,Recurso,HMIN,,Hour23,11000.0,kW,kW,False,,11.0
2026-06-01,Recurso,HMIN,,Hour24,11000.0,kW,kW,False,,11.0
2026-06-01,Recurso,HMLG,,Hour01,390000.0,kW,kW,False,,390.0
2026-06-01,Recurso,HMLG,,Hour02,390000.0,kW,kW,False,,390.0
2026-06-01,Recurso,HMLG,,Hour03,390000.0,kW,kW,False,,390.0
2026-06-01,Recurso,HMLG,,Hour04,390000.0,kW,kW,False,,390.0
2026-06-01,Recurso,HMLG,,Hour05,390000.0,kW,kW,False,,390.0
2026-06-01,Recurso,HMLG,,Hour06,390000.0,kW,kW,False,,390.0
2026-06-01,Recurso,HMLG,,Hour07,390000.0,kW,kW,False,,390.0
2026-06-01,Recurso,HMLG,,Hour08,390000.0,kW,kW,False,,390.0
2026-06-01,Recurso,HMLG,,Hour09,390000.0,kW,kW,False,,390.0
2026-06-01,Recurso,HMLG,,Hour10,390000.0,kW,kW,False,,390.0
2026-06-01,Recurso,HMLG,,Hour11,390000.0,kW,kW,False,,390.0
2026-06-01,Recurso,HMLG,,Hour12,390000.0,kW,kW,False,,390.0
2026-06-01,Recurso,HMLG,,Hour13,390000.0,kW,kW,False,,390.0
2026-06-01,Recurso,HMLG,,Hour14,390000.0,kW,kW,False,,390.0
2026-06-01,Recurso,HMLG,,Hour15,390000.0,kW,kW,False,,390.0
2026-06-01,Recurso,HMLG,,Hour16,390000.0,kW,kW,False,,390.0
2026-06-01,Recurso,HMLG,,Hour17,390000.0,kW,kW,False,,390.0
2026-06-01,Recurso,HMLG,,Hour18,390000.0,kW,kW,False,,390.0
2026-06-01,Recurso,HMLG,,Hour19,390000.0,kW,kW,False,,390.0
2026-06-01,Recurso,HMLG,,Hour20,390000.0,kW,kW,False,,390.0
2026-06-01,Recurso,HMLG,,Hour21,390000.0,kW,kW,False,,390.0
2026-06-01,Recurso,HMLG,,Hour22,390000.0,kW,kW,False,,390.0
2026-06-01,Recurso,HMLG,,Hour23,390000.0,kW,kW,False,,390.0
2026-06-01,Recurso,HMLG,,Hour24,390000.0,kW,kW,False,,390.0
2026-06-01,Recurso,JAGS,,Hour01,170000.0,kW,kW,False,,170.0
2026-06-01,Recurso,JAGS,,Hour02,170000.0,kW,kW,False,,170.0
2026-06-01,Recurso,JAGS,,Hour03,170000.0,kW,kW,False,,170.0
2026-06-01,Recurso,JAGS,,Hour04,170000.0,kW,kW,False,,170.0
2026-06-01,Recurso,JAGS,,Hour05,170000.0,kW,kW,False,,170.0
2026-06-01,Recurso,JAGS,,Hour06,170000.0,kW,kW,False,,170.0
2026-06-01,Recurso,JAGS,,Hour07,170000.0,kW,kW,False,,170.0
2026-06-01,Recurso,JAGS,,Hour08,170000.0,kW,kW,False,,170.0
2026-06-01,Recurso,JAGS,,Hour09,170000.0,kW,kW,False,,170.0
2026-06-01,Recurso,JAGS,,Hour10,170000.0,kW,kW,False,,170.0
2026-06-01,Recurso,JAGS,,Hour11,170000.0,kW,kW,False,,170.0
2026-06-01,Recurso,JAGS,,Hour12,170000.0,kW,kW,False,,170.0
2026-06-01,Recurso,JAGS,,Hour13,170000.0,kW,kW,False,,170.0
2026-06-01,Recurso,JAGS,,Hour14,170000.0,kW,kW,False,,170.0
2026-06-01,Recurso,JAGS,,Hour15,170000.0,kW,kW,False,,170.0
2026-06-01,Recurso,JAGS,,Hour16,170000.0,kW,kW,False,,170.0
2026-06-01,Recurso,JAGS,,Hour17,170000.0,kW,kW,False,,170.0
2026-06-01,Recurso,JAGS,,Hour18,170000.0,kW,kW,False,,170.0
2026-06-01,Recurso,JAGS,,Hour19,170000.0,kW,kW,False,,170.0
2026-06-01,Recurso,JAGS,,Hour20,170000.0,kW,kW,False,,170.0
2026-06-01,Recurso,JAGS,,Hour21,170000.0,kW,kW,False,,170.0
2026-06-01,Recurso,JAGS,,Hour22,170000.0,kW,kW,False,,170.0
2026-06-01,Recurso,JAGS,,Hour23,170000.0,kW,kW,False,,170.0
2026-06-01,Recurso,JAGS,,Hour24,170000.0,kW,kW,False,,170.0
2026-06-01,Recurso,LTSJ,,Hour01,306000.0,kW,kW,False,,306.0
2026-06-01,Recurso,LTSJ,,Hour02,306000.0,kW,kW,False,,306.0
2026-06-01,Recurso,LTSJ,,Hour03,306000.0,kW,kW,False,,306.0
2026-06-01,Recurso,LTSJ,,Hour04,306000.0,kW,kW,False,,306.0
2026-06-01,Recurso,LTSJ,,Hour05,306000.0,kW,kW,False,,306.0
2026-06-01,Recurso,LTSJ,,Hour06,306000.0,kW,kW,False,,306.0
2026-06-01,Recurso,LTSJ,,Hour07,306000.0,kW,kW,False,,306.0
2026-06-01,Recurso,LTSJ,,Hour08,306000.0,kW,kW,False,,306.0
2026-06-01,Recurso,LTSJ,,Hour09,306000.0,kW,kW,False,,306.0
2026-06-01,Recurso,LTSJ,,Hour10,306000.0,kW,kW,False,,306.0
2026-06-01,Recurso,LTSJ,,Hour11,306000.0,kW,kW,False,,306.0
2026-06-01,Recurso,LTSJ,,Hour12,306000.0,kW,kW,False,,306.0
2026-06-01,Recurso,LTSJ,,Hour13,306000.0,kW,kW,False,,306.0
2026-06-01,Recurso,LTSJ,,Hour14,306000.0,kW,kW,False,,306.0
2026-06-01,Recurso,LTSJ,,Hour15,306000.0,kW,kW,False,,306.0
2026-06-01,Recurso,LTSJ,,Hour16,306000.0,kW,kW,False,,306.0
2026-06-01,Recurso,LTSJ,,Hour17,306000.0,kW,kW,False,,306.0
2026-06-01,Recurso,LTSJ,,Hour18,306000.0,kW,kW,False,,306.0
2026-06-01,Recurso,LTSJ,,Hour19,306000.0,kW,kW,False,,306.0
2026-06-01,Recurso,LTSJ,,Hour20,306000.0,kW,kW,False,,306.0
