Date,Id,code,name,Hour,Value,unit_catalog,unit_effective,unit_override_applied,override_reason,Value_GWh
2026-06-01,Recurso,TFL1,,Hour01,66558.68,kWh,kWh,False,,0.06655868
2026-06-01,Recurso,TFL1,,Hour02,66542.68,kWh,kWh,False,,0.06654267999999999
2026-06-01,Recurso,TFL1,,Hour03,66533.88,kWh,kWh,False,,0.06653388
2026-06-01,Recurso,TFL1,,Hour04,62908.78,kWh,kWh,False,,0.06290878
2026-06-01,Recurso,TFL1,,Hour05,531.97,kWh,kWh,False,,0.00053197
2026-06-01,Recurso,TFL1,,Hour06,,kWh,kWh,False,,
2026-06-01,Recurso,TFL1,,Hour07,,kWh,kWh,False,,
2026-06-01,Recurso,TFL1,,Hour08,,kWh,kWh,False,,
2026-06-01,Recurso,TFL1,,Hour09,,kWh,kWh,False,,
2026-06-01,Recurso,TFL1,,Hour10,,kWh,kWh,False,,
2026-06-01,Recurso,TFL1,,Hour11,,kWh,kWh,False,,
2026-06-01,Recurso,TFL1,,Hour12,9357.58,kWh,kWh,False,,0.009357579999999999
2026-06-01,Recurso,TFL1,,Hour13,39246.48,kWh,kWh,False,,0.03924648
2026-06-01,Recurso,TFL1,,Hour14,66598.28,kWh,kWh,False,,0.06659828
2026-06-01,Recurso,TFL1,,Hour15,66580.37,kWh,kWh,False,,0.06658036999999999
2026-06-01,Recurso,TFL1,,Hour16,66556.17,kWh,kWh,False,,0.06655617
2026-06-01,Recurso,TFL1,,Hour17,66596.27,kWh,kWh,False,,0.06659627
2026-06-01,Recurso,TFL1,,Hour18,81165.08,kWh,kWh,False,,0.08116508
2026-06-01,Recurso,TFL1,,Hour19,143291.77,kWh,kWh,False,,0.14329176999999998
2026-06-01,Recurso,TFL1,,Hour20,156554.87,kWh,kWh,False,,0.15655486999999998
2026-06-01,Recurso,TFL1,,Hour21,157538.77,kWh,kWh,False,,0.15753877
2026-06-01,Recurso,TFL1,,Hour22,157882.97,kWh,kWh,False,,0.15788296999999998
2026-06-01,Recurso,TFL1,,Hour23,153474.67,kWh,kWh,False,,0.15347467
2026-06-01,Recurso,TFL1,,Hour24,131451.57,kWh,kWh,False,,0.13145157
2026-06-01,Recurso,TFL4,,Hour01,123570.64,kWh,kWh,False,,0.12357064
2026-06-01,Recurso,TFL4,,Hour02,123554.36,kWh,kWh,False,,0.12355435999999999
2026-06-01,Recurso,TFL4,,Hour03,123500.53,kWh,kWh,False,,0.12350053
2026-06-01,Recurso,TFL4,,Hour04,123611.06,kWh,kWh,False,,0.12361106
2026-06-01,Recurso,TFL4,,Hour05,123490.76,kWh,kWh,False,,0.12349075999999999
2026-06-01,Recurso,TFL4,,Hour06,123623.62,kWh,kWh,False,,0.12362361999999999
2026-06-01,Recurso,TFL4,,Hour07,123697.35,kWh,kWh,False,,0.12369735
2026-06-01,Recurso,TFL4,,Hour08,123917.88,kWh,kWh,False,,0.12391788
2026-06-01,Recurso,TFL4,,Hour09,123982.99,kWh,kWh,False,,0.12398299
2026-06-01,Recurso,TFL4,,Hour10,123980.36,kWh,kWh,False,,0.12398036
2026-06-01,Recurso,TFL4,,Hour11,123458.13,kWh,kWh,False,,0.12345813
2026-06-01,Recurso,TFL4,,Hour12,123317.11,kWh,kWh,False,,0.12331711
2026-06-01,Recurso,TFL4,,Hour13,123376.54,kWh,kWh,False,,0.12337653999999999
2026-06-01,Recurso,TFL4,,Hour14,123319.22,kWh,kWh,False,,0.12331922
2026-06-01,Recurso,TFL4,,Hour15,123268.94,kWh,kWh,False,,0.12326894
2026-06-01,Recurso,TFL4,,Hour16,123167.86,kWh,kWh,False,,0.12316785999999999
2026-06-01,Recurso,TFL4,,Hour17,123202.83,kWh,kWh,False,,0.12320283
2026-06-01,Recurso,TFL4,,Hour18,133852.77,kWh,kWh,False,,0.13385276999999998
2026-06-01,Recurso,TFL4,,Hour19,195499.72,kWh,kWh,False,,0.19549972
2026-06-01,Recurso,TFL4,,Hour20,144872.96,kWh,kWh,False,,0.14487296
2026-06-01,Recurso,TFL4,,Hour21,123870.95,kWh,kWh,False,,0.12387095
2026-06-01,Recurso,TFL4,,Hour22,143456.37,kWh,kWh,False,,0.14345637
2026-06-01,Recurso,TFL4,,Hour23,128533.6,kWh,kWh,False,,0.1285336
2026-06-01,Recurso,TFL4,,Hour24,149586.54,kWh,kWh,False,,0.14958654
2026-06-01,Recurso,TGJ1,,Hour01,141434.66,kWh,kWh,False,,0.14143466
2026-06-01,Recurso,TGJ1,,Hour02,140779.13,kWh,kWh,False,,0.14077913
2026-06-01,Recurso,TGJ1,,Hour03,140789.13,kWh,kWh,False,,0.14078912999999998
2026-06-01,Recurso,TGJ1,,Hour04,140960.29,kWh,kWh,False,,0.14096029
2026-06-01,Recurso,TGJ1,,Hour05,141421.07,kWh,kWh,False,,0.14142107
2026-06-01,Recurso,TGJ1,,Hour06,140873.77,kWh,kWh,False,,0.14087376999999998
2026-06-01,Recurso,TGJ1,,Hour07,82034.71,kWh,kWh,False,,0.08203471
