Date,Id,code,name,Hour,Value,unit_catalog,unit_effective,unit_override_applied,override_reason,Value_GWh
2026-06-01,Recurso,2QEK,,Hour01,34897.7,kWh,kWh,False,,0.0348977
2026-06-01,Recurso,2QEK,,Hour02,34900.65,kWh,kWh,False,,0.03490065
2026-06-01,Recurso,2QEK,,Hour03,34909.82,kWh,kWh,False,,0.03490982
2026-06-01,Recurso,2QEK,,Hour04,34910.78,kWh,kWh,False,,0.034910779999999995
2026-06-01,Recurso,2QEK,,Hour05,34898.76,kWh,kWh,False,,0.03489876
2026-06-01,Recurso,2QEK,,Hour06,34904.4,kWh,kWh,False,,0.0349044
2026-06-01,Recurso,2QEK,,Hour07,34905.78,kWh,kWh,False,,0.03490578
2026-06-01,Recurso,2QEK,,Hour08,34903.93,kWh,kWh,False,,0.03490393
2026-06-01,Recurso,2QEK,,Hour09,34904.89,kWh,kWh,False,,0.03490489
2026-06-01,Recurso,2QEK,,Hour10,34912.92,kWh,kWh,False,,0.03491292
2026-06-01,Recurso,2QEK,,Hour11,34902.94,kWh,kWh,False,,0.03490294
2026-06-01,Recurso,2QEK,,Hour12,34895.2,kWh,kWh,False,,0.034895199999999994
2026-06-01,Recurso,2QEK,,Hour13,34900.44,kWh,kWh,False,,0.03490044
2026-06-01,Recurso,2QEK,,Hour14,34904.41,kWh,kWh,False,,0.034904410000000004
2026-06-01,Recurso,2QEK,,Hour15,34907.38,kWh,kWh,False,,0.034907379999999995
2026-06-01,Recurso,2QEK,,Hour16,34885.47,kWh,kWh,False,,0.03488547
2026-06-01,Recurso,2QEK,,Hour17,34898.72,kWh,kWh,False,,0.03489872
2026-06-01,Recurso,2QEK,,Hour18,34907.22,kWh,kWh,False,,0.03490722
2026-06-01,Recurso,2QEK,,Hour19,34899.7,kWh,kWh,False,,0.0348997
2026-06-01,Recurso,2QEK,,Hour20,34901.2,kWh,kWh,False,,0.03490119999999999
2026-06-01,Recurso,2QEK,,Hour21,34900.65,kWh,kWh,False,,0.03490065
2026-06-01,Recurso,2QEK,,Hour22,34897.09,kWh,kWh,False,,0.03489708999999999
2026-06-01,Recurso,2QEK,,Hour23,34882.28,kWh,kWh,False,,0.034882279999999995
2026-06-01,Recurso,2QEK,,Hour24,34915.87,kWh,kWh,False,,0.03491587
2026-06-01,Recurso,ALBG,,Hour01,281632.7,kWh,kWh,False,,0.2816327
2026-06-01,Recurso,ALBG,,Hour02,281948.19,kWh,kWh,False,,0.28194819
2026-06-01,Recurso,ALBG,,Hour03,281955.41,kWh,kWh,False,,0.28195540999999996
2026-06-01,Recurso,ALBG,,Hour04,281939.15,kWh,kWh,False,,0.28193915
2026-06-01,Recurso,ALBG,,Hour05,282485.45,kWh,kWh,False,,0.28248544999999997
2026-06-01,Recurso,ALBG,,Hour06,282869.85,kWh,kWh,False,,0.28286985
2026-06-01,Recurso,ALBG,,Hour07,282860.0,kWh,kWh,False,,0.28286
2026-06-01,Recurso,ALBG,,Hour08,282896.56,kWh,kWh,False,,0.28289655999999996
2026-06-01,Recurso,ALBG,,Hour09,283305.47,kWh,kWh,False,,0.28330546999999995
2026-06-01,Recurso,ALBG,,Hour10,286329.93,kWh,kWh,False,,0.28632992999999995
2026-06-01,Recurso,ALBG,,Hour11,286580.92,kWh,kWh,False,,0.28658091999999996
2026-06-01,Recurso,ALBG,,Hour12,285450.97,kWh,kWh,False,,0.28545096999999997
