Date,Id,code,name,Hour,Value,unit_catalog,unit_effective,unit_override_applied,override_reason,Value_GWh
2026-06-02,Recurso,ZPA4,,Hour01,,kWh,kWh,False,,
2026-06-02,Recurso,ZPA4,,Hour02,,kWh,kWh,False,,
2026-06-02,Recurso,ZPA4,,Hour03,,kWh,kWh,False,,
2026-06-02,Recurso,ZPA4,,Hour04,,kWh,kWh,False,,
2026-06-02,Recurso,ZPA4,,Hour05,2111.32,kWh,kWh,False,,0.00211132
2026-06-02,Recurso,ZPA4,,Hour06,13080.63,kWh,kWh,False,,0.01308063
2026-06-02,Recurso,ZPA4,,Hour07,15889.11,kWh,kWh,False,,0.01588911
2026-06-02,Recurso,ZPA4,,Hour08,26904.63,kWh,kWh,False,,0.02690463
2026-06-02,Recurso,ZPA4,,Hour09,40952.87,kWh,kWh,False,,0.04095287
2026-06-02,Recurso,ZPA4,,Hour10,42183.22,kWh,kWh,False,,0.04218322
2026-06-02,Recurso,ZPA4,,Hour11,43892.29,kWh,kWh,False,,0.04389229
2026-06-02,Recurso,ZPA4,,Hour12,51520.91,kWh,kWh,False,,0.05152091
2026-06-02,Recurso,ZPA4,,Hour13,60837.23,kWh,kWh,False,,0.06083723
2026-06-02,Recurso,ZPA4,,Hour14,61088.59,kWh,kWh,False,,0.06108858999999999
2026-06-02,Recurso,ZPA4,,Hour15,61331.64,kWh,kWh,False,,0.06133164
2026-06-02,Recurso,ZPA4,,Hour16,28712.8,kWh,kWh,False,,0.028712799999999997
2026-06-02,Recurso,ZPA4,,Hour17,,kWh,kWh,False,,
2026-06-02,Recurso,ZPA4,,Hour18,,kWh,kWh,False,,
2026-06-02,Recurso,ZPA4,,Hour19,,kWh,kWh,False,,
2026-06-02,Recurso,ZPA4,,Hour20,,kWh,kWh,False,,
2026-06-02,Recurso,ZPA4,,Hour21,,kWh,kWh,False,,
2026-06-02,Recurso,ZPA4,,Hour22,,kWh,kWh,False,,
2026-06-02,Recurso,ZPA4,,Hour23,,kWh,kWh,False,,
2026-06-02,Recurso,ZPA4,,Hour24,,kWh,kWh,False,,
2026-06-03,Recurso,ZPA4,,Hour01,,kWh,kWh,False,,
2026-06-03,Recurso,ZPA4,,Hour02,,kWh,kWh,False,,
2026-06-03,Recurso,ZPA4,,Hour03,,kWh,kWh,False,,
2026-06-03,Recurso,ZPA4,,Hour04,,kWh,kWh,False,,
2026-06-03,Recurso,ZPA4,,Hour05,,kWh,kWh,False,,
2026-06-03,Recurso,ZPA4,,Hour06,,kWh,kWh,False,,
2026-06-03,Recurso,ZPA4,,Hour07,,kWh,kWh,False,,
2026-06-03,Recurso,ZPA4,,Hour08,,kWh,kWh,False,,
2026-06-03,Recurso,ZPA4,,Hour09,,kWh,kWh,False,,
2026-06-03,Recurso,ZPA4,,Hour10,,kWh,kWh,False,,
2026-06-03,Recurso,ZPA4,,Hour11,,kWh,kWh,False,,
2026-06-03,Recurso,ZPA4,,Hour12,,kWh,kWh,False,,
2026-06-03,Recurso,ZPA4,,Hour13,,kWh,kWh,False,,
2026-06-03,Recurso,ZPA4,,Hour14,,kWh,kWh,False,,
2026-06-03,Recurso,ZPA4,,Hour15,,kWh,kWh,False,,
2026-06-03,Recurso,ZPA4,,Hour16,,kWh,kWh,False,,
2026-06-03,Recurso,ZPA4,,Hour17,1014.28,kWh,kWh,False,,0.00101428
2026-06-03,Recurso,ZPA4,,Hour18,10544.23,kWh,kWh,False,,0.01054423
2026-06-03,Recurso,ZPA4,,Hour19,17544.92,kWh,kWh,False,,0.01754492
2026-06-03,Recurso,ZPA4,,Hour20,25315.72,kWh,kWh,False,,0.02531572
2026-06-03,Recurso,ZPA4,,Hour21,42777.07,kWh,kWh,False,,0.04277707
2026-06-03,Recurso,ZPA4,,Hour22,47203.18,kWh,kWh,False,,0.04720318
2026-06-03,Recurso,ZPA4,,Hour23,47654.22,kWh,kWh,False,,0.04765422
2026-06-03,Recurso,ZPA4,,Hour24,48670.39,kWh,kWh,False,,0.048670389999999994
2026-06-03,Recurso,ZPA5,,Hour01,,kWh,kWh,False,,
2026-06-03,Recurso,ZPA5,,Hour02,,kWh,kWh,False,,
2026-06-03,Recurso,ZPA5,,Hour03,,kWh,kWh,False,,
2026-06-03,Recurso,ZPA5,,Hour04,,kWh,kWh,False,,
2026-06-03,Recurso,ZPA5,,Hour05,989.1,kWh,kWh,False,,0.0009891
