Date,Id,code,name,Hour,Value,unit_catalog,unit_effective,unit_override_applied,override_reason,Value_GWh
2026-06-01,Recurso,HMIN,,Hour01,10849.9,kWh,kWh,False,,0.010849899999999999
2026-06-01,Recurso,HMIN,,Hour02,10613.34,kWh,kWh,False,,0.010613339999999999
2026-06-01,Recurso,HMIN,,Hour03,10613.7,kWh,kWh,False,,0.0106137
2026-06-01,Recurso,HMIN,,Hour04,10616.94,kWh,kWh,False,,0.01061694
2026-06-01,Recurso,HMIN,,Hour05,10617.44,kWh,kWh,False,,0.01061744
2026-06-01,Recurso,HMIN,,Hour06,10625.04,kWh,kWh,False,,0.01062504
2026-06-01,Recurso,HMIN,,Hour07,10631.48,kWh,kWh,False,,0.010631479999999999
2026-06-01,Recurso,HMIN,,Hour08,10635.77,kWh,kWh,False,,0.01063577
2026-06-01,Recurso,HMIN,,Hour09,10631.95,kWh,kWh,False,,0.01063195
2026-06-01,Recurso,HMIN,,Hour10,10630.76,kWh,kWh,False,,0.01063076
2026-06-01,Recurso,HMIN,,Hour11,10616.55,kWh,kWh,False,,0.010616549999999999
2026-06-01,Recurso,HMIN,,Hour12,10627.37,kWh,kWh,False,,0.01062737
2026-06-01,Recurso,HMIN,,Hour13,11009.12,kWh,kWh,False,,0.01100912
2026-06-01,Recurso,HMIN,,Hour14,11120.7,kWh,kWh,False,,0.0111207
2026-06-01,Recurso,HMIN,,Hour15,11115.39,kWh,kWh,False,,0.01111539
2026-06-01,Recurso,HMIN,,Hour16,11115.57,kWh,kWh,False,,0.01111557
2026-06-01,Recurso,HMIN,,Hour17,11126.02,kWh,kWh,False,,0.01112602
2026-06-01,Recurso,HMIN,,Hour18,11122.87,kWh,kWh,False,,0.01112287
2026-06-01,Recurso,HMIN,,Hour19,11110.91,kWh,kWh,False,,0.01111091
2026-06-01,Recurso,HMIN,,Hour20,11114.86,kWh,kWh,False,,0.01111486
2026-06-01,Recurso,HMIN,,Hour21,10867.86,kWh,kWh,False,,0.01086786
2026-06-01,Recurso,HMIN,,Hour22,10626.01,kWh,kWh,False,,0.01062601
2026-06-01,Recurso,HMIN,,Hour23,10600.84,kWh,kWh,False,,0.01060084
2026-06-01,Recurso,HMIN,,Hour24,10599.01,kWh,kWh,False,,0.010599009999999999
2026-06-01,Recurso,HMLG,,Hour01,33209.0,kWh,kWh,False,,0.033208999999999995
2026-06-01,Recurso,HMLG,,Hour02,33209.54,kWh,kWh,False,,0.03320954
2026-06-01,Recurso,HMLG,,Hour03,33210.94,kWh,kWh,False,,0.03321094
2026-06-01,Recurso,HMLG,,Hour04,33194.41,kWh,kWh,False,,0.03319441
2026-06-01,Recurso,HMLG,,Hour05,33185.85,kWh,kWh,False,,0.033185849999999996
2026-06-01,Recurso,HMLG,,Hour06,33206.56,kWh,kWh,False,,0.033206559999999996
2026-06-01,Recurso,HMLG,,Hour07,33256.79,kWh,kWh,False,,0.03325679
2026-06-01,Recurso,HMLG,,Hour08,33248.71,kWh,kWh,False,,0.03324871
2026-06-01,Recurso,HMLG,,Hour09,33232.07,kWh,kWh,False,,0.033232069999999996
2026-06-01,Recurso,HMLG,,Hour10,33242.99,kWh,kWh,False,,0.03324298999999999
2026-06-01,Recurso,HMLG,,Hour11,33232.08,kWh,kWh,False,,0.03323208
2026-06-01,Recurso,HMLG,,Hour12,33225.94,kWh,kWh,False,,0.03322594
2026-06-01,Recurso,HMLG,,Hour13,33240.15,kWh,kWh,False,,0.03324015
2026-06-01,Recurso,HMLG,,Hour14,33228.69,kWh,kWh,False,,0.03322869
2026-06-01,Recurso,HMLG,,Hour15,33255.49,kWh,kWh,False,,0.03325549
2026-06-01,Recurso,HMLG,,Hour16,33185.37,kWh,kWh,False,,0.03318537
2026-06-01,Recurso,HMLG,,Hour17,84975.38,kWh,kWh,False,,0.08497538
2026-06-01,Recurso,HMLG,,Hour18,193979.15,kWh,kWh,False,,0.19397915
2026-06-01,Recurso,HMLG,,Hour19,197983.83,kWh,kWh,False,,0.19798382999999997
2026-06-01,Recurso,HMLG,,Hour20,164129.47,kWh,kWh,False,,0.16412947
2026-06-01,Recurso,HMLG,,Hour21,150269.22,kWh,kWh,False,,0.15026921999999998
