Date,Id,code,name,Hour,Value,unit_catalog,unit_effective,unit_override_applied,override_reason,Value_GWh
2026-06-01,Recurso,SMI1,,Hour01,25094.52,kWh,kWh,False,,0.02509452
2026-06-01,Recurso,SMI1,,Hour02,25093.9,kWh,kWh,False,,0.0250939
2026-06-01,Recurso,SMI1,,Hour03,25095.58,kWh,kWh,False,,0.02509558
2026-06-01,Recurso,SMI1,,Hour04,25098.26,kWh,kWh,False,,0.025098259999999997
2026-06-01,Recurso,SMI1,,Hour05,25095.07,kWh,kWh,False,,0.025095069999999997
2026-06-01,Recurso,SMI1,,Hour06,25099.55,kWh,kWh,False,,0.025099549999999998
2026-06-01,Recurso,SMI1,,Hour07,25098.06,kWh,kWh,False,,0.025098060000000002
2026-06-01,Recurso,SMI1,,Hour08,25100.83,kWh,kWh,False,,0.02510083
2026-06-01,Recurso,SMI1,,Hour09,25090.99,kWh,kWh,False,,0.02509099
2026-06-01,Recurso,SMI1,,Hour10,25088.44,kWh,kWh,False,,0.025088439999999997
2026-06-01,Recurso,SMI1,,Hour11,25081.75,kWh,kWh,False,,0.02508175
2026-06-01,Recurso,SMI1,,Hour12,25080.41,kWh,kWh,False,,0.025080409999999997
2026-06-01,Recurso,SMI1,,Hour13,25074.28,kWh,kWh,False,,0.025074279999999997
2026-06-01,Recurso,SMI1,,Hour14,25078.23,kWh,kWh,False,,0.02507823
2026-06-01,Recurso,SMI1,,Hour15,25080.98,kWh,kWh,False,,0.02508098
2026-06-01,Recurso,SMI1,,Hour16,25069.7,kWh,kWh,False,,0.0250697
2026-06-01,Recurso,SMI1,,Hour17,25082.67,kWh,kWh,False,,0.025082669999999998
2026-06-01,Recurso,SMI1,,Hour18,25085.57,kWh,kWh,False,,0.025085569999999998
2026-06-01,Recurso,SMI1,,Hour19,25084.02,kWh,kWh,False,,0.02508402
2026-06-01,Recurso,SMI1,,Hour20,25080.77,kWh,kWh,False,,0.02508077
2026-06-01,Recurso,SMI1,,Hour21,25086.7,kWh,kWh,False,,0.0250867
2026-06-01,Recurso,SMI1,,Hour22,25091.7,kWh,kWh,False,,0.025091699999999998
2026-06-01,Recurso,SMI1,,Hour23,25078.77,kWh,kWh,False,,0.02507877
2026-06-01,Recurso,SMI1,,Hour24,25108.25,kWh,kWh,False,,0.02510825
2026-06-01,Recurso,SNCR,,Hour01,119396.45,kWh,kWh,False,,0.11939644999999999
2026-06-01,Recurso,SNCR,,Hour02,89300.23,kWh,kWh,False,,0.08930023
2026-06-01,Recurso,SNCR,,Hour03,87037.06,kWh,kWh,False,,0.08703706
2026-06-01,Recurso,SNCR,,Hour04,85439.17,kWh,kWh,False,,0.08543917
2026-06-01,Recurso,SNCR,,Hour05,87568.23,kWh,kWh,False,,0.08756823
2026-06-01,Recurso,SNCR,,Hour06,88747.53,kWh,kWh,False,,0.08874752999999999
2026-06-01,Recurso,SNCR,,Hour07,90053.93,kWh,kWh,False,,0.09005392999999999
2026-06-01,Recurso,SNCR,,Hour08,64911.73,kWh,kWh,False,,0.06491173
2026-06-01,Recurso,SNCR,,Hour09,36825.39,kWh,kWh,False,,0.03682539
2026-06-01,Recurso,SNCR,,Hour10,55247.68,kWh,kWh,False,,0.05524768
2026-06-01,Recurso,SNCR,,Hour11,99767.42,kWh,kWh,False,,0.09976742
2026-06-01,Recurso,SNCR,,Hour12,155785.31,kWh,kWh,False,,0.15578530999999998
2026-06-01,Recurso,SNCR,,Hour13,147289.2,kWh,kWh,False,,0.1472892
2026-06-01,Recurso,SNCR,,Hour14,162982.55,kWh,kWh,False,,0.16298254999999998
2026-06-01,Recurso,SNCR,,Hour15,167674.62,kWh,kWh,False,,0.16767462
2026-06-01,Recurso,SNCR,,Hour16,608965.05,kWh,kWh,False,,0.60896505
2026-06-01,Recurso,SNCR,,Hour17,616333.21,kWh,kWh,False,,0.61633321
2026-06-01,Recurso,SNCR,,Hour18,687866.4,kWh,kWh,False,,0.6878664
2026-06-01,Recurso,SNCR,,Hour19,929816.37,kWh,kWh,False,,0.92981637
2026-06-01,Recurso,SNCR,,Hour20,929906.21,kWh,kWh,False,,0.92990621
2026-06-01,Recurso,SNCR,,Hour21,929914.92,kWh,kWh,False,,0.92991492
2026-06-01,Recurso,SNCR,,Hour22,929635.23,kWh,kWh,False,,0.9296352299999999
2026-06-01,Recurso,SNCR,,Hour23,809513.94,kWh,kWh,False,,0.8095139399999999
