Date,Id,code,name,Value,unit_catalog,unit_effective,unit_override_applied,override_reason,Value_GWh
2026-06-01,Embalse,SALVAJINA,SALVAJINA,511489242.0,kWh,kWh,False,,511.489242
2026-06-01,Embalse,SAN LORENZO,SAN LORENZO,425481944.0,kWh,kWh,False,,425.481944
2026-06-01,Embalse,TOPOCORO,TOPOCORO,1003801155.0,kWh,kWh,False,,1003.801155
2026-06-01,Embalse,TRONERAS,TRONERAS,63926400.0,kWh,kWh,False,,63.926399999999994
2026-06-01,Embalse,URRA1,URRA1,159436818.0,kWh,kWh,False,,159.436818
2026-06-02,Embalse,SALVAJINA,SALVAJINA,511489242.0,kWh,kWh,False,,511.489242
2026-06-02,Embalse,SAN LORENZO,SAN LORENZO,425481944.0,kWh,kWh,False,,425.481944
2026-06-02,Embalse,TOPOCORO,TOPOCORO,1003801155.0,kWh,kWh,False,,1003.801155
2026-06-02,Embalse,TRONERAS,TRONERAS,63926400.0,kWh,kWh,False,,63.926399999999994
2026-06-02,Embalse,URRA1,URRA1,159436818.0,kWh,kWh,False,,159.436818
2026-06-03,Embalse,SALVAJINA,SALVAJINA,511489242.0,kWh,kWh,False,,511.489242
2026-06-03,Embalse,SAN LORENZO,SAN LORENZO,425481944.0,kWh,kWh,False,,425.481944
2026-06-03,Embalse,TOPOCORO,TOPOCORO,1003801155.0,kWh,kWh,False,,1003.801155
2026-06-03,Embalse,TRONERAS,TRONERAS,63926400.0,kWh,kWh,False,,63.926399999999994
2026-06-03,Embalse,URRA1,URRA1,159436818.0,kWh,kWh,False,,159.436818
2026-06-04,Embalse,SALVAJINA,SALVAJINA,511489242.0,kWh,kWh,False,,511.489242
2026-06-04,Embalse,SAN LORENZO,SAN LORENZO,425481944.0,kWh,kWh,False,,425.481944
2026-06-04,Embalse,TOPOCORO,TOPOCORO,1003801155.0,kWh,kWh,False,,1003.801155
2026-06-04,Embalse,TRONERAS,TRONERAS,63926400.0,kWh,kWh,False,,63.926399999999994
2026-06-04,Embalse,URRA1,URRA1,159436818.0,kWh,kWh,False,,159.436818
2026-06-05,Embalse,SALVAJINA,SALVAJINA,511489242.0,kWh,kWh,False,,511.489242
2026-06-05,Embalse,SAN LORENZO,SAN LORENZO,425481944.0,kWh,kWh,False,,425.481944
2026-06-05,Embalse,TOPOCORO,TOPOCORO,1003801155.0,kWh,kWh,False,,1003.801155
2026-06-05,Embalse,TRONERAS,TRONERAS,63926400.0,kWh,kWh,False,,63.926399999999994
2026-06-05,Embalse,URRA1,URRA1,159436818.0,kWh,kWh,False,,159.436818
2026-06-06,Embalse,SALVAJINA,SALVAJINA,511489242.0,kWh,kWh,False,,511.489242
2026-06-06,Embalse,SAN LORENZO,SAN LORENZO,425481944.0,kWh,kWh,False,,425.481944
2026-06-06,Embalse,TOPOCORO,TOPOCORO,1003801155.0,kWh,kWh,False,,1003.801155
2026-06-06,Embalse,TRONERAS,TRONERAS,63926400.0,kWh,kWh,False,,63.926399999999994
2026-06-06,Embalse,URRA1,URRA1,159436818.0,kWh,kWh,False,,159.436818
2026-06-07,Embalse,SALVAJINA,SALVAJINA,511489242.0,kWh,kWh,False,,511.489242
2026-06-07,Embalse,SAN LORENZO,SAN LORENZO,425481944.0,kWh,kWh,False,,425.481944
2026-06-07,Embalse,TOPOCORO,TOPOCORO,1003801155.0,kWh,kWh,False,,1003.801155
2026-06-07,Embalse,TRONERAS,TRONERAS,63926400.0,kWh,kWh,False,,63.926399999999994
2026-06-07,Embalse,URRA1,URRA1,159436818.0,kWh,kWh,False,,159.436818
