Date,Id,code,name,Value,unit_catalog,unit_effective,unit_override_applied,override_reason,Value_GWh
2026-06-01,Embalse,AGREGADO BOGOTA,AGREGADO BOGOTA,4004182130.0,kWh,kWh,False,,4004.1821299999997
2026-06-01,Embalse,ALTOANCHICAYA,ALTOANCHICAYA,36477868.0,kWh,kWh,False,,36.477868
2026-06-01,Embalse,AMANI,AMANI,253057312.0,kWh,kWh,False,,253.057312
2026-06-01,Embalse,BETANIA,BETANIA,118525680.0,kWh,kWh,False,,118.52568
2026-06-01,Embalse,CALIMA1,CALIMA1,231804770.0,kWh,kWh,False,,231.80477
2026-06-01,Embalse,CHUZA,CHUZA,971243830.0,kWh,kWh,False,,971.24383
2026-06-01,Embalse,EL QUIMBO,EL QUIMBO,1069836350.0,kWh,kWh,False,,1069.83635
2026-06-01,Embalse,ESMERALDA,ESMERALDA,890226960.0,kWh,kWh,False,,890.22696
2026-06-01,Embalse,GUAVIO,GUAVIO,1447543548.0,kWh,kWh,False,,1447.5435479999999
2026-06-02,Embalse,AGREGADO BOGOTA,AGREGADO BOGOTA,4004182130.0,kWh,kWh,False,,4004.1821299999997
2026-06-02,Embalse,ALTOANCHICAYA,ALTOANCHICAYA,36477868.0,kWh,kWh,False,,36.477868
2026-06-02,Embalse,AMANI,AMANI,253057312.0,kWh,kWh,False,,253.057312
2026-06-02,Embalse,BETANIA,BETANIA,118525680.0,kWh,kWh,False,,118.52568
2026-06-02,Embalse,CALIMA1,CALIMA1,231804770.0,kWh,kWh,False,,231.80477
2026-06-02,Embalse,CHUZA,CHUZA,971243830.0,kWh,kWh,False,,971.24383
2026-06-02,Embalse,EL QUIMBO,EL QUIMBO,1069836350.0,kWh,kWh,False,,1069.83635
2026-06-02,Embalse,ESMERALDA,ESMERALDA,890226960.0,kWh,kWh,False,,890.22696
2026-06-02,Embalse,GUAVIO,GUAVIO,1447543548.0,kWh,kWh,False,,1447.5435479999999
2026-06-03,Embalse,AGREGADO BOGOTA,AGREGADO BOGOTA,4004182130.0,kWh,kWh,False,,4004.1821299999997
2026-06-03,Embalse,ALTOANCHICAYA,ALTOANCHICAYA,36477868.0,kWh,kWh,False,,36.477868
2026-06-03,Embalse,AMANI,AMANI,253057312.0,kWh,kWh,False,,253.057312
2026-06-03,Embalse,BETANIA,BETANIA,118525680.0,kWh,kWh,False,,118.52568
2026-06-03,Embalse,CALIMA1,CALIMA1,231804770.0,kWh,kWh,False,,231.80477
2026-06-03,Embalse,CHUZA,CHUZA,971243830.0,kWh,kWh,False,,971.24383
2026-06-03,Embalse,EL QUIMBO,EL QUIMBO,1069836350.0,kWh,kWh,False,,1069.83635
2026-06-03,Embalse,ESMERALDA,ESMERALDA,890226960.0,kWh,kWh,False,,890.22696
2026-06-03,Embalse,GUAVIO,GUAVIO,1447543548.0,kWh,kWh,False,,1447.5435479999999
2026-06-04,Embalse,AGREGADO BOGOTA,AGREGADO BOGOTA,4004182130.0,kWh,kWh,False,,4004.1821299999997
2026-06-04,Embalse,ALTOANCHICAYA,ALTOANCHICAYA,36477868.0,kWh,kWh,False,,36.477868
2026-06-04,Embalse,AMANI,AMANI,253057312.0,kWh,kWh,False,,253.057312
2026-06-04,Embalse,BETANIA,BETANIA,118525680.0,kWh,kWh,False,,118.52568
2026-06-04,Embalse,CALIMA1,CALIMA1,231804770.0,kWh,kWh,False,,231.80477
2026-06-04,Embalse,CHUZA,CHUZA,971243830.0,kWh,kWh,False,,971.24383
2026-06-04,Embalse,EL QUIMBO,EL QUIMBO,1069836350.0,kWh,kWh,False,,1069.83635
2026-06-04,Embalse,ESMERALDA,ESMERALDA,890226960.0,kWh,kWh,False,,890.22696
2026-06-04,Embalse,GUAVIO,GUAVIO,1447543548.0,kWh,kWh,False,,1447.5435479999999
2026-06-05,Embalse,AGREGADO BOGOTA,AGREGADO BOGOTA,4004182130.0,kWh,kWh,False,,4004.1821299999997
2026-06-05,Embalse,ALTOANCHICAYA,ALTOANCHICAYA,36477868.0,kWh,kWh,False,,36.477868
2026-06-05,Embalse,AMANI,AMANI,253057312.0,kWh,kWh,False,,253.057312
2026-06-05,Embalse,BETANIA,BETANIA,118525680.0,kWh,kWh,False,,118.52568
2026-06-05,Embalse,CALIMA1,CALIMA1,231804770.0,kWh,kWh,False,,231.80477
2026-06-05,Embalse,CHUZA,CHUZA,971243830.0,kWh,kWh,False,,971.24383
2026-06-05,Embalse,EL QUIMBO,EL QUIMBO,1069836350.0,kWh,kWh,False,,1069.83635
2026-06-05,Embalse,ESMERALDA,ESMERALDA,890226960.0,kWh,kWh,False,,890.22696
2026-06-05,Embalse,GUAVIO,GUAVIO,1447543548.0,kWh,kWh,False,,1447.5435479999999
2026-06-06,Embalse,AGREGADO BOGOTA,AGREGADO BOGOTA,4004182130.0,kWh,kWh,False,,4004.1821299999997
2026-06-06,Embalse,ALTOANCHICAYA,ALTOANCHICAYA,36477868.0,kWh,kWh,False,,36.477868
2026-06-06,Embalse,AMANI,AMANI,253057312.0,kWh,kWh,False,,253.057312
2026-06-06,Embalse,BETANIA,BETANIA,118525680.0,kWh,kWh,False,,118.52568
2026-06-06,Embalse,CALIMA1,CALIMA1,231804770.0,kWh,kWh,False,,231.80477
2026-06-06,Embalse,CHUZA,CHUZA,971243830.0,kWh,kWh,False,,971.24383
2026-06-06,Embalse,EL QUIMBO,EL QUIMBO,1069836350.0,kWh,kWh,False,,1069.83635
2026-06-06,Embalse,ESMERALDA,ESMERALDA,890226960.0,kWh,kWh,False,,890.22696
2026-06-06,Embalse,GUAVIO,GUAVIO,1447543548.0,kWh,kWh,False,,1447.5435479999999
2026-06-07,Embalse,AGREGADO BOGOTA,AGREGADO BOGOTA,4004182130.0,kWh,kWh,False,,4004.1821299999997
2026-06-07,Embalse,ALTOANCHICAYA,ALTOANCHICAYA,36477868.0,kWh,kWh,False,,36.477868
2026-06-07,Embalse,AMANI,AMANI,253057312.0,kWh,kWh,False,,253.057312
2026-06-07,Embalse,BETANIA,BETANIA,118525680.0,kWh,kWh,False,,118.52568
2026-06-07,Embalse,CALIMA1,CALIMA1,231804770.0,kWh,kWh,False,,231.80477
2026-06-07,Embalse,CHUZA,CHUZA,971243830.0,kWh,kWh,False,,971.24383
2026-06-07,Embalse,EL QUIMBO,EL QUIMBO,1069836350.0,kWh,kWh,False,,1069.83635
2026-06-07,Embalse,ESMERALDA,ESMERALDA,890226960.0,kWh,kWh,False,,890.22696
2026-06-07,Embalse,GUAVIO,GUAVIO,1447543548.0,kWh,kWh,False,,1447.5435479999999
