Date,Id,code,name,Value,unit_catalog,unit_effective,unit_override_applied,override_reason,Value_GWh
2026-06-01,Embalse,ITUANGO,ITUANGO,66215800.0,kWh,kWh,False,,66.2158
2026-06-01,Embalse,MIRAFLORES,MIRAFLORES,429671900.0,kWh,kWh,False,,429.6719
2026-06-01,Embalse,MUNA,MUNA,23823500.0,kWh,kWh,False,,23.8235
2026-06-01,Embalse,PENOL,PENOL,3537863600.0,kWh,kWh,False,,3537.8635999999997
2026-06-01,Embalse,PLAYAS,PLAYAS,54155700.0,kWh,kWh,False,,54.155699999999996
2026-06-01,Embalse,PORCE II,PORCE II,36133800.0,kWh,kWh,False,,36.1338
2026-06-01,Embalse,PORCE III,PORCE III,48313800.0,kWh,kWh,False,,48.3138
2026-06-01,Embalse,PRADO,PRADO,57738700.0,kWh,kWh,False,,57.738699999999994
2026-06-01,Embalse,PUNCHINA,PUNCHINA,24139200.0,kWh,kWh,False,,24.1392
2026-06-01,Embalse,RIOGRANDE2,RIOGRANDE2,375786800.0,kWh,kWh,False,,375.78679999999997
2026-06-02,Embalse,ITUANGO,ITUANGO,66215800.0,kWh,kWh,False,,66.2158
2026-06-02,Embalse,MIRAFLORES,MIRAFLORES,429671900.0,kWh,kWh,False,,429.6719
2026-06-02,Embalse,MUNA,MUNA,19904900.0,kWh,kWh,False,,19.904899999999998
2026-06-02,Embalse,PENOL,PENOL,3537863600.0,kWh,kWh,False,,3537.8635999999997
2026-06-02,Embalse,PLAYAS,PLAYAS,54155700.0,kWh,kWh,False,,54.155699999999996
2026-06-02,Embalse,PORCE II,PORCE II,36133800.0,kWh,kWh,False,,36.1338
2026-06-02,Embalse,PORCE III,PORCE III,48313800.0,kWh,kWh,False,,48.3138
2026-06-02,Embalse,PRADO,PRADO,57849000.0,kWh,kWh,False,,57.849
2026-06-02,Embalse,PUNCHINA,PUNCHINA,29428500.0,kWh,kWh,False,,29.4285
