Date,Id,code,name,Value,unit_catalog,unit_effective,unit_override_applied,override_reason,Value_GWh
2026-06-01,Embalse,SALVAJINA,SALVAJINA,388299300.0,kWh,kWh,False,,388.29929999999996
2026-06-01,Embalse,SAN LORENZO,SAN LORENZO,327508600.0,kWh,kWh,False,,327.5086
2026-06-01,Embalse,TOPOCORO,TOPOCORO,823456600.0,kWh,kWh,False,,823.4566
2026-06-01,Embalse,TRONERAS,TRONERAS,17146900.0,kWh,kWh,False,,17.1469
2026-06-01,Embalse,URRA1,URRA1,100817900.0,kWh,kWh,False,,100.8179
2026-06-02,Embalse,SALVAJINA,SALVAJINA,389464100.0,kWh,kWh,False,,389.4641
2026-06-02,Embalse,SAN LORENZO,SAN LORENZO,327113400.0,kWh,kWh,False,,327.1134
2026-06-02,Embalse,TOPOCORO,TOPOCORO,820752700.0,kWh,kWh,False,,820.7527
2026-06-02,Embalse,TRONERAS,TRONERAS,26069900.0,kWh,kWh,False,,26.0699
2026-06-02,Embalse,URRA1,URRA1,100388200.0,kWh,kWh,False,,100.3882
2026-06-03,Embalse,SALVAJINA,SALVAJINA,390621700.0,kWh,kWh,False,,390.6217
2026-06-03,Embalse,SAN LORENZO,SAN LORENZO,331591900.0,kWh,kWh,False,,331.5919
2026-06-03,Embalse,TOPOCORO,TOPOCORO,817249700.0,kWh,kWh,False,,817.2497
2026-06-03,Embalse,TRONERAS,TRONERAS,24804700.0,kWh,kWh,False,,24.8047
2026-06-03,Embalse,URRA1,URRA1,100301500.0,kWh,kWh,False,,100.30149999999999
2026-06-04,Embalse,SALVAJINA,SALVAJINA,393537300.0,kWh,kWh,False,,393.53729999999996
2026-06-04,Embalse,SAN LORENZO,SAN LORENZO,340285400.0,kWh,kWh,False,,340.2854
2026-06-04,Embalse,TOPOCORO,TOPOCORO,814015600.0,kWh,kWh,False,,814.0156
2026-06-04,Embalse,TRONERAS,TRONERAS,24804700.0,kWh,kWh,False,,24.8047
2026-06-04,Embalse,URRA1,URRA1,99563000.0,kWh,kWh,False,,99.563
2026-06-05,Embalse,SALVAJINA,SALVAJINA,396017000.0,kWh,kWh,False,,396.017
2026-06-05,Embalse,SAN LORENZO,SAN LORENZO,344210700.0,kWh,kWh,False,,344.2107
2026-06-05,Embalse,TOPOCORO,TOPOCORO,832632500.0,kWh,kWh,False,,832.6324999999999
2026-06-05,Embalse,TRONERAS,TRONERAS,42950500.0,kWh,kWh,False,,42.9505
2026-06-05,Embalse,URRA1,URRA1,98008600.0,kWh,kWh,False,,98.0086
2026-06-06,Embalse,SALVAJINA,SALVAJINA,397624800.0,kWh,kWh,False,,397.6248
2026-06-06,Embalse,SAN LORENZO,SAN LORENZO,349400400.0,kWh,kWh,False,,349.4004
2026-06-06,Embalse,TOPOCORO,TOPOCORO,847837300.0,kWh,kWh,False,,847.8372999999999
2026-06-06,Embalse,TRONERAS,TRONERAS,43050400.0,kWh,kWh,False,,43.050399999999996
2026-06-06,Embalse,URRA1,URRA1,99507900.0,kWh,kWh,False,,99.50789999999999
2026-06-07,Embalse,SALVAJINA,SALVAJINA,399239800.0,kWh,kWh,False,,399.2398
2026-06-07,Embalse,SAN LORENZO,SAN LORENZO,356460600.0,kWh,kWh,False,,356.4606
2026-06-07,Embalse,TOPOCORO,TOPOCORO,859099800.0,kWh,kWh,False,,859.0998
2026-06-07,Embalse,TRONERAS,TRONERAS,43383300.0,kWh,kWh,False,,43.3833
2026-06-07,Embalse,URRA1,URRA1,101280400.0,kWh,kWh,False,,101.2804
