Date,Id,code,name,Value,unit_catalog,unit_effective,unit_override_applied,override_reason,Value_GWh
2026-06-01,Rio,A. SAN LORENZO,A. SAN LORENZO,4433819.42,kWh,kWh,False,,4.43381942
2026-06-01,Rio,ALTOANCHICAYA,ALTOANCHICAYA,3368878.08,kWh,kWh,False,,3.36887808
2026-06-01,Rio,AMOYA,AMOYA,2189140.22,kWh,kWh,False,,2.18914022
2026-06-01,Rio,BATA,BATA,26904552.43,kWh,kWh,False,,26.90455243
2026-06-01,Rio,BETANIA CP,BETANIA CP,4676196.96,kWh,kWh,False,,4.6761969599999995
2026-06-01,Rio,BOGOTA N.R.,BOGOTA N.R.,18040308.55,kWh,kWh,False,,18.04030855
2026-06-01,Rio,CALIMA,CALIMA,230942.88,kWh,kWh,False,,0.23094288
2026-06-01,Rio,CAMPOALEGRE,CAMPOALEGRE,829204.22,kWh,kWh,False,,0.8292042199999999
2026-06-01,Rio,CARLOS LLERAS,CARLOS LLERAS,3573487.8,kWh,kWh,False,,3.5734877999999997
2026-06-02,Rio,A. SAN LORENZO,A. SAN LORENZO,4358708.52,kWh,kWh,False,,4.3587085199999995
2026-06-02,Rio,ALTOANCHICAYA,ALTOANCHICAYA,2959933.44,kWh,kWh,False,,2.95993344
2026-06-02,Rio,AMOYA,AMOYA,2026032.38,kWh,kWh,False,,2.0260323799999997
2026-06-02,Rio,BATA,BATA,38473943.98,kWh,kWh,False,,38.473943979999994
2026-06-02,Rio,BETANIA CP,BETANIA CP,2483115.48,kWh,kWh,False,,2.48311548
2026-06-02,Rio,BOGOTA N.R.,BOGOTA N.R.,14135230.03,kWh,kWh,False,,14.135230029999999
2026-06-02,Rio,CALIMA,CALIMA,265819.97,kWh,kWh,False,,0.26581996999999996
2026-06-02,Rio,CAMPOALEGRE,CAMPOALEGRE,872501.28,kWh,kWh,False,,0.8725012799999999
2026-06-02,Rio,CARLOS LLERAS,CARLOS LLERAS,4358886.62,kWh,kWh,False,,4.35888662
2026-06-03,Rio,A. SAN LORENZO,A. SAN LORENZO,4474789.01,kWh,kWh,False,,4.474789009999999
2026-06-03,Rio,ALTOANCHICAYA,ALTOANCHICAYA,3577282.56,kWh,kWh,False,,3.57728256
2026-06-03,Rio,AMOYA,AMOYA,3287788.03,kWh,kWh,False,,3.2877880299999998
2026-06-03,Rio,BATA,BATA,30720398.5,kWh,kWh,False,,30.720398499999998
2026-06-03,Rio,BETANIA CP,BETANIA CP,3256869.6,kWh,kWh,False,,3.2568696
2026-06-03,Rio,BOGOTA N.R.,BOGOTA N.R.,16920724.46,kWh,kWh,False,,16.92072446
2026-06-03,Rio,CALIMA,CALIMA,349713.5,kWh,kWh,False,,0.3497135
2026-06-03,Rio,CAMPOALEGRE,CAMPOALEGRE,774098.88,kWh,kWh,False,,0.7740988799999999
