Date,Id,code,name,Value,unit_catalog,unit_effective,unit_override_applied,override_reason,Value_GWh
2026-06-01,Rio,SAN MIGUEL,SAN MIGUEL,802798.08,kWh,kWh,False,,0.80279808
2026-06-01,Rio,SINU URRA,SINU URRA,3486199.2,kWh,kWh,False,,3.4861992
2026-06-01,Rio,SOGAMOSO,SOGAMOSO,14369291.06,kWh,kWh,False,,14.36929106
2026-06-01,Rio,TENCHE,TENCHE,586839.46,kWh,kWh,False,,0.58683946
2026-06-02,Rio,SAN MIGUEL,SAN MIGUEL,780577.78,kWh,kWh,False,,0.78057778
2026-06-02,Rio,SINU URRA,SINU URRA,3266083.92,kWh,kWh,False,,3.26608392
2026-06-02,Rio,SOGAMOSO,SOGAMOSO,11767133.09,kWh,kWh,False,,11.76713309
2026-06-02,Rio,TENCHE,TENCHE,586839.46,kWh,kWh,False,,0.58683946
2026-06-03,Rio,SAN MIGUEL,SAN MIGUEL,776993.86,kWh,kWh,False,,0.7769938599999999
2026-06-03,Rio,SINU URRA,SINU URRA,3829937.76,kWh,kWh,False,,3.8299377599999995
2026-06-03,Rio,SOGAMOSO,SOGAMOSO,10211007.94,kWh,kWh,False,,10.211007939999998
2026-06-03,Rio,TENCHE,TENCHE,854369.21,kWh,kWh,False,,0.8543692099999999
2026-06-04,Rio,SAN MIGUEL,SAN MIGUEL,1149721.54,kWh,kWh,False,,1.14972154
2026-06-04,Rio,SINU URRA,SINU URRA,2959920.48,kWh,kWh,False,,2.9599204799999996
2026-06-04,Rio,SOGAMOSO,SOGAMOSO,10270884.07,kWh,kWh,False,,10.27088407
2026-06-04,Rio,TENCHE,TENCHE,854369.21,kWh,kWh,False,,0.8543692099999999
2026-06-05,Rio,SAN MIGUEL,SAN MIGUEL,1029301.82,kWh,kWh,False,,1.02930182
2026-06-05,Rio,SINU URRA,SINU URRA,3052439.28,kWh,kWh,False,,3.0524392799999998
2026-06-05,Rio,SOGAMOSO,SOGAMOSO,34721942.23,kWh,kWh,False,,34.721942229999996
2026-06-05,Rio,TENCHE,TENCHE,802589.26,kWh,kWh,False,,0.80258926
2026-06-06,Rio,SAN MIGUEL,SAN MIGUEL,780219.38,kWh,kWh,False,,0.78021938
2026-06-06,Rio,SINU URRA,SINU URRA,4549881.6,kWh,kWh,False,,4.549881599999999
2026-06-06,Rio,SOGAMOSO,SOGAMOSO,25441795.54,kWh,kWh,False,,25.441795539999998
2026-06-06,Rio,TENCHE,TENCHE,1642575.14,kWh,kWh,False,,1.64257514
2026-06-07,Rio,SAN MIGUEL,SAN MIGUEL,1845002.02,kWh,kWh,False,,1.84500202
2026-06-07,Rio,SINU URRA,SINU URRA,4801896.0,kWh,kWh,False,,4.801896
2026-06-07,Rio,SOGAMOSO,SOGAMOSO,25065524.74,kWh,kWh,False,,25.065524739999997
2026-06-07,Rio,TENCHE,TENCHE,765192.62,kWh,kWh,False,,0.76519262
