Date,Id,code,name,Value,unit_catalog,unit_effective,unit_override_applied,override_reason,Value_GWh
2026-06-01,Rio,MIEL I,MIEL I,1273449.74,kWh,kWh,False,,1.27344974
2026-06-01,Rio,NARE CP,NARE CP,3331236.89,kWh,kWh,False,,3.33123689
2026-06-01,Rio,PORCE III,PORCE III,851291.52,kWh,kWh,False,,0.85129152
2026-06-01,Rio,PORCE2 CP,PORCE2 CP,2837569.97,kWh,kWh,False,,2.83756997
2026-06-01,Rio,PRADO,PRADO,271739.52,kWh,kWh,False,,0.27173952
2026-06-01,Rio,QUEBRADONA,QUEBRADONA,48684.0,kWh,kWh,False,,0.048684
2026-06-01,Rio,SAN CARLOS,SAN CARLOS,2366631.17,kWh,kWh,False,,2.36663117
2026-06-01,Rio,SAN EUGENIO,SAN EUGENIO,924098.69,kWh,kWh,False,,0.9240986899999999
2026-06-01,Rio,SAN FRANCISCO,SAN FRANCISCO,197405.21,kWh,kWh,False,,0.19740520999999997
2026-06-02,Rio,MIEL I,MIEL I,1227916.37,kWh,kWh,False,,1.22791637
2026-06-02,Rio,NARE CP,NARE CP,3194007.77,kWh,kWh,False,,3.19400777
2026-06-02,Rio,PORCE III,PORCE III,851291.52,kWh,kWh,False,,0.85129152
2026-06-02,Rio,PORCE2 CP,PORCE2 CP,2837569.97,kWh,kWh,False,,2.83756997
2026-06-02,Rio,PRADO,PRADO,271143.6,kWh,kWh,False,,0.2711436
2026-06-02,Rio,QUEBRADONA,QUEBRADONA,48684.0,kWh,kWh,False,,0.048684
2026-06-02,Rio,SAN CARLOS,SAN CARLOS,2321318.21,kWh,kWh,False,,2.32131821
2026-06-02,Rio,SAN EUGENIO,SAN EUGENIO,972852.1,kWh,kWh,False,,0.9728520999999999
2026-06-02,Rio,SAN FRANCISCO,SAN FRANCISCO,191855.66,kWh,kWh,False,,0.19185565999999998
2026-06-03,Rio,MIEL I,MIEL I,1192776.48,kWh,kWh,False,,1.19277648
2026-06-03,Rio,NARE CP,NARE CP,3845846.09,kWh,kWh,False,,3.8458460899999998
2026-06-03,Rio,PORCE III,PORCE III,1639470.05,kWh,kWh,False,,1.63947005
2026-06-03,Rio,PORCE2 CP,PORCE2 CP,7140094.7,kWh,kWh,False,,7.1400947
2026-06-03,Rio,PRADO,PRADO,296529.79,kWh,kWh,False,,0.29652978999999996
2026-06-03,Rio,QUEBRADONA,QUEBRADONA,58420.8,kWh,kWh,False,,0.0584208
2026-06-03,Rio,SAN CARLOS,SAN CARLOS,2738197.44,kWh,kWh,False,,2.73819744
2026-06-03,Rio,SAN EUGENIO,SAN EUGENIO,864264.96,kWh,kWh,False,,0.86426496
2026-06-03,Rio,SAN FRANCISCO,SAN FRANCISCO,207711.5,kWh,kWh,False,,0.2077115
2026-06-04,Rio,MIEL I,MIEL I,1205149.68,kWh,kWh,False,,1.20514968
2026-06-04,Rio,NARE CP,NARE CP,3845846.09,kWh,kWh,False,,3.8458460899999998
2026-06-04,Rio,PORCE III,PORCE III,1639470.05,kWh,kWh,False,,1.63947005
2026-06-04,Rio,PORCE2 CP,PORCE2 CP,7140094.7,kWh,kWh,False,,7.1400947
2026-06-04,Rio,PRADO,PRADO,341223.79,kWh,kWh,False,,0.34122378999999997
2026-06-04,Rio,QUEBRADONA,QUEBRADONA,58420.8,kWh,kWh,False,,0.0584208
2026-06-04,Rio,SAN CARLOS,SAN CARLOS,5086703.42,kWh,kWh,False,,5.08670342
2026-06-04,Rio,SAN EUGENIO,SAN EUGENIO,864264.96,kWh,kWh,False,,0.86426496
2026-06-04,Rio,SAN FRANCISCO,SAN FRANCISCO,207711.5,kWh,kWh,False,,0.2077115
2026-06-05,Rio,MIEL I,MIEL I,2589958.22,kWh,kWh,False,,2.58995822
2026-06-05,Rio,NARE CP,NARE CP,4360455.29,kWh,kWh,False,,4.36045529
2026-06-05,Rio,PORCE III,PORCE III,1405364.88,kWh,kWh,False,,1.4053648799999998
2026-06-05,Rio,PORCE2 CP,PORCE2 CP,4779196.56,kWh,kWh,False,,4.779196559999999
2026-06-05,Rio,PRADO,PRADO,894356.74,kWh,kWh,False,,0.89435674
2026-06-05,Rio,QUEBRADONA,QUEBRADONA,68157.6,kWh,kWh,False,,0.0681576
