Date,Id,code,name,Hour,Value,unit_catalog,unit_effective,unit_override_applied,override_reason,Value_GWh
2026-06-01,Sistema,Sistema,,Hour01,8831590.7,kWh,kWh,False,,8.8315907
2026-06-01,Sistema,Sistema,,Hour02,8567435.82,kWh,kWh,False,,8.56743582
2026-06-01,Sistema,Sistema,,Hour03,8382101.53,kWh,kWh,False,,8.38210153
2026-06-01,Sistema,Sistema,,Hour04,8310883.49,kWh,kWh,False,,8.31088349
2026-06-01,Sistema,Sistema,,Hour05,8509981.34,kWh,kWh,False,,8.50998134
2026-06-01,Sistema,Sistema,,Hour06,8874245.47,kWh,kWh,False,,8.87424547
2026-06-01,Sistema,Sistema,,Hour07,9081686.83,kWh,kWh,False,,9.081686829999999
2026-06-01,Sistema,Sistema,,Hour08,9582098.45,kWh,kWh,False,,9.582098449999998
2026-06-01,Sistema,Sistema,,Hour09,10143757.05,kWh,kWh,False,,10.14375705
2026-06-01,Sistema,Sistema,,Hour10,10462105.84,kWh,kWh,False,,10.46210584
2026-06-01,Sistema,Sistema,,Hour11,10807714.41,kWh,kWh,False,,10.807714409999999
2026-06-01,Sistema,Sistema,,Hour12,11174091.37,kWh,kWh,False,,11.17409137
2026-06-01,Sistema,Sistema,,Hour13,11241932.67,kWh,kWh,False,,11.241932669999999
2026-06-01,Sistema,Sistema,,Hour14,11392205.99,kWh,kWh,False,,11.392205989999999
2026-06-01,Sistema,Sistema,,Hour15,11613852.17,kWh,kWh,False,,11.61385217
2026-06-01,Sistema,Sistema,,Hour16,11706431.67,kWh,kWh,False,,11.706431669999999
2026-06-01,Sistema,Sistema,,Hour17,11626347.05,kWh,kWh,False,,11.62634705
2026-06-01,Sistema,Sistema,,Hour18,11433257.92,kWh,kWh,False,,11.433257919999999
2026-06-01,Sistema,Sistema,,Hour19,11965363.18,kWh,kWh,False,,11.965363179999999
2026-06-01,Sistema,Sistema,,Hour20,12168798.11,kWh,kWh,False,,12.16879811
2026-06-01,Sistema,Sistema,,Hour21,11898112.37,kWh,kWh,False,,11.898112369999998
2026-06-01,Sistema,Sistema,,Hour22,11342775.24,kWh,kWh,False,,11.34277524
2026-06-01,Sistema,Sistema,,Hour23,10626615.59,kWh,kWh,False,,10.62661559
2026-06-01,Sistema,Sistema,,Hour24,10026684.07,kWh,kWh,False,,10.02668407
