Date,Id,code,name,Value,unit_catalog,unit_effective,unit_override_applied,override_reason,Value_MW
2026-06-01,Recurso,TUJ1,,21000.0,kW,kW,False,,21.0
2026-06-01,Recurso,TVL1,,237000.0,kW,kW,False,,237.0
2026-06-01,Recurso,TYP1,,8000.0,kW,kW,False,,8.0
2026-06-01,Recurso,TYP2,,28000.0,kW,kW,False,,28.0
2026-06-01,Recurso,TYP3,,50000.0,kW,kW,False,,50.0
2026-06-01,Recurso,TYP4,,50000.0,kW,kW,False,,50.0
2026-06-01,Recurso,TYP5,,50000.0,kW,kW,False,,50.0
2026-06-01,Recurso,URA1,,338000.0,kW,kW,False,,338.0
2026-06-01,Recurso,ZPA2,,34000.0,kW,kW,False,,34.0
2026-06-01,Recurso,ZPA3,,63000.0,kW,kW,False,,63.0
2026-06-02,Recurso,TUJ1,,21000.0,kW,kW,False,,21.0
2026-06-02,Recurso,TVL1,,237000.0,kW,kW,False,,237.0
2026-06-02,Recurso,TYP1,,8000.0,kW,kW,False,,8.0
2026-06-02,Recurso,TYP2,,28000.0,kW,kW,False,,28.0
2026-06-02,Recurso,TYP3,,50000.0,kW,kW,False,,50.0
2026-06-02,Recurso,TYP4,,50000.0,kW,kW,False,,50.0
2026-06-02,Recurso,TYP5,,50000.0,kW,kW,False,,50.0
2026-06-02,Recurso,URA1,,338000.0,kW,kW,False,,338.0
2026-06-02,Recurso,ZPA2,,34000.0,kW,kW,False,,34.0
2026-06-02,Recurso,ZPA3,,63000.0,kW,kW,False,,63.0
2026-06-03,Recurso,TUJ1,,21000.0,kW,kW,False,,21.0
2026-06-03,Recurso,TVL1,,237000.0,kW,kW,False,,237.0
2026-06-03,Recurso,TYP1,,8000.0,kW,kW,False,,8.0
2026-06-03,Recurso,TYP2,,28000.0,kW,kW,False,,28.0
2026-06-03,Recurso,TYP3,,50000.0,kW,kW,False,,50.0
2026-06-03,Recurso,TYP4,,50000.0,kW,kW,False,,50.0
2026-06-03,Recurso,TYP5,,50000.0,kW,kW,False,,50.0
2026-06-03,Recurso,URA1,,338000.0,kW,kW,False,,338.0
2026-06-03,Recurso,ZPA2,,34000.0,kW,kW,False,,34.0
2026-06-03,Recurso,ZPA3,,63000.0,kW,kW,False,,63.0
2026-06-04,Recurso,TUJ1,,21000.0,kW,kW,False,,21.0
2026-06-04,Recurso,TVL1,,237000.0,kW,kW,False,,237.0
2026-06-04,Recurso,TYP1,,8000.0,kW,kW,False,,8.0
2026-06-04,Recurso,TYP2,,28000.0,kW,kW,False,,28.0
2026-06-04,Recurso,TYP3,,50000.0,kW,kW,False,,50.0
2026-06-04,Recurso,TYP4,,50000.0,kW,kW,False,,50.0
2026-06-04,Recurso,TYP5,,50000.0,kW,kW,False,,50.0
2026-06-04,Recurso,URA1,,338000.0,kW,kW,False,,338.0
2026-06-04,Recurso,ZPA2,,34000.0,kW,kW,False,,34.0
2026-06-04,Recurso,ZPA3,,63000.0,kW,kW,False,,63.0
2026-06-05,Recurso,TUJ1,,21000.0,kW,kW,False,,21.0
2026-06-05,Recurso,TVL1,,237000.0,kW,kW,False,,237.0
2026-06-05,Recurso,TYP1,,8000.0,kW,kW,False,,8.0
2026-06-05,Recurso,TYP2,,28000.0,kW,kW,False,,28.0
2026-06-05,Recurso,TYP3,,50000.0,kW,kW,False,,50.0
2026-06-05,Recurso,TYP4,,50000.0,kW,kW,False,,50.0
2026-06-05,Recurso,TYP5,,50000.0,kW,kW,False,,50.0
2026-06-05,Recurso,URA1,,338000.0,kW,kW,False,,338.0
2026-06-05,Recurso,ZPA2,,34000.0,kW,kW,False,,34.0
2026-06-05,Recurso,ZPA3,,63000.0,kW,kW,False,,63.0
2026-06-06,Recurso,TUJ1,,21000.0,kW,kW,False,,21.0
2026-06-06,Recurso,TVL1,,237000.0,kW,kW,False,,237.0
2026-06-06,Recurso,TYP1,,8000.0,kW,kW,False,,8.0
2026-06-06,Recurso,TYP2,,28000.0,kW,kW,False,,28.0
2026-06-06,Recurso,TYP3,,50000.0,kW,kW,False,,50.0
2026-06-06,Recurso,TYP4,,50000.0,kW,kW,False,,50.0
2026-06-06,Recurso,TYP5,,50000.0,kW,kW,False,,50.0
2026-06-06,Recurso,URA1,,338000.0,kW,kW,False,,338.0
2026-06-06,Recurso,ZPA2,,34000.0,kW,kW,False,,34.0
2026-06-06,Recurso,ZPA3,,63000.0,kW,kW,False,,63.0
2026-06-07,Recurso,TUJ1,,21000.0,kW,kW,False,,21.0
2026-06-07,Recurso,TVL1,,237000.0,kW,kW,False,,237.0
2026-06-07,Recurso,TYP1,,8000.0,kW,kW,False,,8.0
2026-06-07,Recurso,TYP2,,28000.0,kW,kW,False,,28.0
2026-06-07,Recurso,TYP3,,50000.0,kW,kW,False,,50.0
2026-06-07,Recurso,TYP4,,50000.0,kW,kW,False,,50.0
2026-06-07,Recurso,TYP5,,50000.0,kW,kW,False,,50.0
2026-06-07,Recurso,URA1,,338000.0,kW,kW,False,,338.0
2026-06-07,Recurso,ZPA2,,34000.0,kW,kW,False,,34.0
2026-06-07,Recurso,ZPA3,,63000.0,kW,kW,False,,63.0
