Date,Id,code,name,Value,unit_catalog,unit_effective,unit_override_applied,override_reason,Value_MW
2026-06-01,Recurso,CTG2,,60000.0,kW,kW,False,,60.0
2026-06-01,Recurso,CTG3,,66000.0,kW,kW,False,,66.0
2026-06-01,Recurso,CUC1,,56000.0,kW,kW,False,,56.0
2026-06-01,Recurso,DVS1,,150000.0,kW,kW,False,,150.0
2026-06-01,Recurso,ESMR,,30000.0,kW,kW,False,,30.0
2026-06-01,Recurso,GE32,,270000.0,kW,kW,False,,270.0
2026-06-01,Recurso,GEC3,,164000.0,kW,kW,False,,164.0
2026-06-01,Recurso,GTPE,,560000.0,kW,kW,False,,560.0
2026-06-01,Recurso,GTRG,,512000.0,kW,kW,False,,512.0
2026-06-01,Recurso,GVIO,,1250000.0,kW,kW,False,,1250.0
2026-06-02,Recurso,CTG2,,60000.0,kW,kW,False,,60.0
2026-06-02,Recurso,CTG3,,66000.0,kW,kW,False,,66.0
2026-06-02,Recurso,CUC1,,56000.0,kW,kW,False,,56.0
2026-06-02,Recurso,DVS1,,150000.0,kW,kW,False,,150.0
2026-06-02,Recurso,ESMR,,30000.0,kW,kW,False,,30.0
2026-06-02,Recurso,GE32,,270000.0,kW,kW,False,,270.0
2026-06-02,Recurso,GEC3,,164000.0,kW,kW,False,,164.0
2026-06-02,Recurso,GTPE,,560000.0,kW,kW,False,,560.0
2026-06-02,Recurso,GTRG,,512000.0,kW,kW,False,,512.0
2026-06-02,Recurso,GVIO,,1250000.0,kW,kW,False,,1250.0
2026-06-03,Recurso,CTG2,,60000.0,kW,kW,False,,60.0
2026-06-03,Recurso,CTG3,,66000.0,kW,kW,False,,66.0
2026-06-03,Recurso,CUC1,,56000.0,kW,kW,False,,56.0
2026-06-03,Recurso,DVS1,,150000.0,kW,kW,False,,150.0
2026-06-03,Recurso,ESMR,,30000.0,kW,kW,False,,30.0
2026-06-03,Recurso,GE32,,270000.0,kW,kW,False,,270.0
2026-06-03,Recurso,GEC3,,164000.0,kW,kW,False,,164.0
2026-06-03,Recurso,GTPE,,560000.0,kW,kW,False,,560.0
2026-06-03,Recurso,GTRG,,512000.0,kW,kW,False,,512.0
2026-06-03,Recurso,GVIO,,1250000.0,kW,kW,False,,1250.0
2026-06-04,Recurso,CTG2,,60000.0,kW,kW,False,,60.0
2026-06-04,Recurso,CTG3,,66000.0,kW,kW,False,,66.0
2026-06-04,Recurso,CUC1,,56000.0,kW,kW,False,,56.0
2026-06-04,Recurso,DVS1,,150000.0,kW,kW,False,,150.0
2026-06-04,Recurso,ESMR,,30000.0,kW,kW,False,,30.0
2026-06-04,Recurso,GE32,,270000.0,kW,kW,False,,270.0
2026-06-04,Recurso,GEC3,,164000.0,kW,kW,False,,164.0
2026-06-04,Recurso,GTPE,,560000.0,kW,kW,False,,560.0
2026-06-04,Recurso,GTRG,,512000.0,kW,kW,False,,512.0
2026-06-04,Recurso,GVIO,,1250000.0,kW,kW,False,,1250.0
2026-06-05,Recurso,CTG2,,60000.0,kW,kW,False,,60.0
2026-06-05,Recurso,CTG3,,66000.0,kW,kW,False,,66.0
2026-06-05,Recurso,CUC1,,56000.0,kW,kW,False,,56.0
2026-06-05,Recurso,DVS1,,150000.0,kW,kW,False,,150.0
2026-06-05,Recurso,ESMR,,30000.0,kW,kW,False,,30.0
2026-06-05,Recurso,GE32,,270000.0,kW,kW,False,,270.0
2026-06-05,Recurso,GEC3,,164000.0,kW,kW,False,,164.0
2026-06-05,Recurso,GTPE,,560000.0,kW,kW,False,,560.0
2026-06-05,Recurso,GTRG,,512000.0,kW,kW,False,,512.0
2026-06-05,Recurso,GVIO,,1250000.0,kW,kW,False,,1250.0
2026-06-06,Recurso,CTG2,,60000.0,kW,kW,False,,60.0
2026-06-06,Recurso,CTG3,,66000.0,kW,kW,False,,66.0
2026-06-06,Recurso,CUC1,,56000.0,kW,kW,False,,56.0
2026-06-06,Recurso,DVS1,,150000.0,kW,kW,False,,150.0
2026-06-06,Recurso,ESMR,,30000.0,kW,kW,False,,30.0
2026-06-06,Recurso,GE32,,270000.0,kW,kW,False,,270.0
2026-06-06,Recurso,GEC3,,164000.0,kW,kW,False,,164.0
2026-06-06,Recurso,GTPE,,560000.0,kW,kW,False,,560.0
2026-06-06,Recurso,GTRG,,512000.0,kW,kW,False,,512.0
2026-06-06,Recurso,GVIO,,1250000.0,kW,kW,False,,1250.0
2026-06-07,Recurso,CTG2,,60000.0,kW,kW,False,,60.0
2026-06-07,Recurso,CTG3,,66000.0,kW,kW,False,,66.0
2026-06-07,Recurso,CUC1,,56000.0,kW,kW,False,,56.0
2026-06-07,Recurso,DVS1,,150000.0,kW,kW,False,,150.0
2026-06-07,Recurso,ESMR,,30000.0,kW,kW,False,,30.0
2026-06-07,Recurso,GE32,,270000.0,kW,kW,False,,270.0
2026-06-07,Recurso,GEC3,,164000.0,kW,kW,False,,164.0
2026-06-07,Recurso,GTPE,,560000.0,kW,kW,False,,560.0
2026-06-07,Recurso,GTRG,,512000.0,kW,kW,False,,512.0
2026-06-07,Recurso,GVIO,,1250000.0,kW,kW,False,,1250.0
