Date,Id,code,name,Value,unit_catalog,unit_effective,unit_override_applied,override_reason,Value_MW
2026-06-01,Recurso,ZPA4,,64000.0,kW,kW,False,,64.0
2026-06-01,Recurso,ZPA5,,63000.0,kW,kW,False,,63.0
2026-06-02,Recurso,ZPA4,,64000.0,kW,kW,False,,64.0
2026-06-02,Recurso,ZPA5,,63000.0,kW,kW,False,,63.0
2026-06-03,Recurso,ZPA4,,64000.0,kW,kW,False,,64.0
2026-06-03,Recurso,ZPA5,,63000.0,kW,kW,False,,63.0
2026-06-04,Recurso,ZPA4,,64000.0,kW,kW,False,,64.0
2026-06-04,Recurso,ZPA5,,63000.0,kW,kW,False,,63.0
2026-06-05,Recurso,ZPA4,,64000.0,kW,kW,False,,64.0
2026-06-05,Recurso,ZPA5,,63000.0,kW,kW,False,,63.0
2026-06-06,Recurso,ZPA4,,64000.0,kW,kW,False,,64.0
2026-06-06,Recurso,ZPA5,,63000.0,kW,kW,False,,63.0
2026-06-07,Recurso,ZPA4,,64000.0,kW,kW,False,,64.0
2026-06-07,Recurso,ZPA5,,63000.0,kW,kW,False,,63.0
