Date,Id,code,name,Value,unit_catalog,unit_effective,unit_override_applied,override_reason,Value_MW
2026-06-01,Recurso,TEC1,,229000.0,kW,kW,False,,229.0
2026-06-01,Recurso,TFL1,,160000.0,kW,kW,False,,160.0
2026-06-01,Recurso,TFL4,,445000.0,kW,kW,False,,445.0
2026-06-01,Recurso,TGJ1,,145000.0,kW,kW,False,,145.0
2026-06-01,Recurso,TGJ2,,130000.0,kW,kW,False,,130.0
2026-06-01,Recurso,TRM1,,272000.0,kW,kW,False,,272.0
2026-06-01,Recurso,TRN1,,88000.0,kW,kW,False,,88.0
2026-06-01,Recurso,TSJ1,,165000.0,kW,kW,False,,165.0
2026-06-01,Recurso,TSJ2,,170000.0,kW,kW,False,,170.0
2026-06-01,Recurso,TSR1,,352000.0,kW,kW,False,,352.0
2026-06-02,Recurso,TEC1,,229000.0,kW,kW,False,,229.0
2026-06-02,Recurso,TFL1,,160000.0,kW,kW,False,,160.0
2026-06-02,Recurso,TFL4,,445000.0,kW,kW,False,,445.0
2026-06-02,Recurso,TGJ1,,145000.0,kW,kW,False,,145.0
2026-06-02,Recurso,TGJ2,,130000.0,kW,kW,False,,130.0
2026-06-02,Recurso,TRM1,,272000.0,kW,kW,False,,272.0
2026-06-02,Recurso,TRN1,,88000.0,kW,kW,False,,88.0
2026-06-02,Recurso,TSJ1,,165000.0,kW,kW,False,,165.0
2026-06-02,Recurso,TSJ2,,170000.0,kW,kW,False,,170.0
2026-06-02,Recurso,TSR1,,352000.0,kW,kW,False,,352.0
2026-06-03,Recurso,TEC1,,229000.0,kW,kW,False,,229.0
2026-06-03,Recurso,TFL1,,160000.0,kW,kW,False,,160.0
2026-06-03,Recurso,TFL4,,445000.0,kW,kW,False,,445.0
2026-06-03,Recurso,TGJ1,,145000.0,kW,kW,False,,145.0
2026-06-03,Recurso,TGJ2,,130000.0,kW,kW,False,,130.0
2026-06-03,Recurso,TRM1,,272000.0,kW,kW,False,,272.0
2026-06-03,Recurso,TRN1,,88000.0,kW,kW,False,,88.0
2026-06-03,Recurso,TSJ1,,165000.0,kW,kW,False,,165.0
2026-06-03,Recurso,TSJ2,,170000.0,kW,kW,False,,170.0
2026-06-03,Recurso,TSR1,,352000.0,kW,kW,False,,352.0
2026-06-04,Recurso,TEC1,,229000.0,kW,kW,False,,229.0
2026-06-04,Recurso,TFL1,,160000.0,kW,kW,False,,160.0
2026-06-04,Recurso,TFL4,,445000.0,kW,kW,False,,445.0
2026-06-04,Recurso,TGJ1,,145000.0,kW,kW,False,,145.0
2026-06-04,Recurso,TGJ2,,130000.0,kW,kW,False,,130.0
2026-06-04,Recurso,TRM1,,272000.0,kW,kW,False,,272.0
2026-06-04,Recurso,TRN1,,88000.0,kW,kW,False,,88.0
2026-06-04,Recurso,TSJ1,,165000.0,kW,kW,False,,165.0
2026-06-04,Recurso,TSJ2,,170000.0,kW,kW,False,,170.0
2026-06-04,Recurso,TSR1,,352000.0,kW,kW,False,,352.0
2026-06-05,Recurso,TEC1,,229000.0,kW,kW,False,,229.0
2026-06-05,Recurso,TFL1,,160000.0,kW,kW,False,,160.0
2026-06-05,Recurso,TFL4,,445000.0,kW,kW,False,,445.0
2026-06-05,Recurso,TGJ1,,145000.0,kW,kW,False,,145.0
2026-06-05,Recurso,TGJ2,,130000.0,kW,kW,False,,130.0
2026-06-05,Recurso,TRM1,,272000.0,kW,kW,False,,272.0
2026-06-05,Recurso,TRN1,,88000.0,kW,kW,False,,88.0
2026-06-05,Recurso,TSJ1,,165000.0,kW,kW,False,,165.0
2026-06-05,Recurso,TSJ2,,170000.0,kW,kW,False,,170.0
2026-06-05,Recurso,TSR1,,352000.0,kW,kW,False,,352.0
2026-06-06,Recurso,TEC1,,229000.0,kW,kW,False,,229.0
2026-06-06,Recurso,TFL1,,160000.0,kW,kW,False,,160.0
2026-06-06,Recurso,TFL4,,445000.0,kW,kW,False,,445.0
2026-06-06,Recurso,TGJ1,,145000.0,kW,kW,False,,145.0
2026-06-06,Recurso,TGJ2,,130000.0,kW,kW,False,,130.0
2026-06-06,Recurso,TRM1,,272000.0,kW,kW,False,,272.0
2026-06-06,Recurso,TRN1,,88000.0,kW,kW,False,,88.0
2026-06-06,Recurso,TSJ1,,165000.0,kW,kW,False,,165.0
2026-06-06,Recurso,TSJ2,,170000.0,kW,kW,False,,170.0
2026-06-06,Recurso,TSR1,,352000.0,kW,kW,False,,352.0
2026-06-07,Recurso,TEC1,,229000.0,kW,kW,False,,229.0
2026-06-07,Recurso,TFL1,,160000.0,kW,kW,False,,160.0
2026-06-07,Recurso,TFL4,,445000.0,kW,kW,False,,445.0
2026-06-07,Recurso,TGJ1,,145000.0,kW,kW,False,,145.0
2026-06-07,Recurso,TGJ2,,130000.0,kW,kW,False,,130.0
2026-06-07,Recurso,TRM1,,272000.0,kW,kW,False,,272.0
2026-06-07,Recurso,TRN1,,88000.0,kW,kW,False,,88.0
2026-06-07,Recurso,TSJ1,,165000.0,kW,kW,False,,165.0
2026-06-07,Recurso,TSJ2,,170000.0,kW,kW,False,,170.0
2026-06-07,Recurso,TSR1,,352000.0,kW,kW,False,,352.0
