Date,Id,code,name,Hour,Value,unit_catalog,unit_effective,unit_override_applied,override_reason,Value_MW
2026-06-01,Recurso,TUJ1,,Hour01,19000.0,kW,kW,False,,19.0
2026-06-01,Recurso,TUJ1,,Hour02,19000.0,kW,kW,False,,19.0
2026-06-01,Recurso,TUJ1,,Hour03,19000.0,kW,kW,False,,19.0
2026-06-01,Recurso,TUJ1,,Hour04,19000.0,kW,kW,False,,19.0
2026-06-01,Recurso,TUJ1,,Hour05,19000.0,kW,kW,False,,19.0
2026-06-01,Recurso,TUJ1,,Hour06,19000.0,kW,kW,False,,19.0
2026-06-01,Recurso,TUJ1,,Hour07,19000.0,kW,kW,False,,19.0
2026-06-01,Recurso,TUJ1,,Hour08,19000.0,kW,kW,False,,19.0
2026-06-01,Recurso,TUJ1,,Hour09,19000.0,kW,kW,False,,19.0
2026-06-01,Recurso,TUJ1,,Hour10,19000.0,kW,kW,False,,19.0
2026-06-01,Recurso,TUJ1,,Hour11,19000.0,kW,kW,False,,19.0
2026-06-01,Recurso,TUJ1,,Hour12,19000.0,kW,kW,False,,19.0
2026-06-01,Recurso,TUJ1,,Hour13,19000.0,kW,kW,False,,19.0
2026-06-01,Recurso,TUJ1,,Hour14,19000.0,kW,kW,False,,19.0
2026-06-01,Recurso,TUJ1,,Hour15,19000.0,kW,kW,False,,19.0
2026-06-01,Recurso,TUJ1,,Hour16,19000.0,kW,kW,False,,19.0
2026-06-01,Recurso,TUJ1,,Hour17,19000.0,kW,kW,False,,19.0
2026-06-01,Recurso,TUJ1,,Hour18,19000.0,kW,kW,False,,19.0
2026-06-01,Recurso,TUJ1,,Hour19,19000.0,kW,kW,False,,19.0
2026-06-01,Recurso,TUJ1,,Hour20,19000.0,kW,kW,False,,19.0
2026-06-01,Recurso,TUJ1,,Hour21,19000.0,kW,kW,False,,19.0
2026-06-01,Recurso,TUJ1,,Hour22,19000.0,kW,kW,False,,19.0
2026-06-01,Recurso,TUJ1,,Hour23,19000.0,kW,kW,False,,19.0
2026-06-01,Recurso,TUJ1,,Hour24,19000.0,kW,kW,False,,19.0
2026-06-01,Recurso,TVL1,,Hour01,237000.0,kW,kW,False,,237.0
2026-06-01,Recurso,TVL1,,Hour02,237000.0,kW,kW,False,,237.0
2026-06-01,Recurso,TVL1,,Hour03,237000.0,kW,kW,False,,237.0
2026-06-01,Recurso,TVL1,,Hour04,237000.0,kW,kW,False,,237.0
2026-06-01,Recurso,TVL1,,Hour05,237000.0,kW,kW,False,,237.0
2026-06-01,Recurso,TVL1,,Hour06,237000.0,kW,kW,False,,237.0
2026-06-01,Recurso,TVL1,,Hour07,237000.0,kW,kW,False,,237.0
2026-06-01,Recurso,TVL1,,Hour08,237000.0,kW,kW,False,,237.0
2026-06-01,Recurso,TVL1,,Hour09,237000.0,kW,kW,False,,237.0
2026-06-01,Recurso,TVL1,,Hour10,237000.0,kW,kW,False,,237.0
2026-06-01,Recurso,TVL1,,Hour11,237000.0,kW,kW,False,,237.0
2026-06-01,Recurso,TVL1,,Hour12,237000.0,kW,kW,False,,237.0
2026-06-01,Recurso,TVL1,,Hour13,237000.0,kW,kW,False,,237.0
