Date,Id,code,name,Hour,Value,unit_catalog,unit_effective,unit_override_applied,override_reason,Value_MW
2026-06-01,Recurso,TEC1,,Hour01,213000.0,kW,kW,False,,213.0
2026-06-01,Recurso,TEC1,,Hour02,213000.0,kW,kW,False,,213.0
2026-06-01,Recurso,TEC1,,Hour03,213000.0,kW,kW,False,,213.0
2026-06-01,Recurso,TEC1,,Hour04,213000.0,kW,kW,False,,213.0
2026-06-01,Recurso,TEC1,,Hour05,213000.0,kW,kW,False,,213.0
2026-06-01,Recurso,TEC1,,Hour06,213000.0,kW,kW,False,,213.0
2026-06-01,Recurso,TEC1,,Hour07,213000.0,kW,kW,False,,213.0
2026-06-01,Recurso,TEC1,,Hour08,213000.0,kW,kW,False,,213.0
2026-06-01,Recurso,TEC1,,Hour09,213000.0,kW,kW,False,,213.0
2026-06-01,Recurso,TEC1,,Hour10,213000.0,kW,kW,False,,213.0
2026-06-01,Recurso,TEC1,,Hour11,213000.0,kW,kW,False,,213.0
2026-06-01,Recurso,TEC1,,Hour12,213000.0,kW,kW,False,,213.0
2026-06-01,Recurso,TEC1,,Hour13,213000.0,kW,kW,False,,213.0
2026-06-01,Recurso,TEC1,,Hour14,213000.0,kW,kW,False,,213.0
2026-06-01,Recurso,TEC1,,Hour15,213000.0,kW,kW,False,,213.0
2026-06-01,Recurso,TEC1,,Hour16,213000.0,kW,kW,False,,213.0
2026-06-01,Recurso,TEC1,,Hour17,213000.0,kW,kW,False,,213.0
2026-06-01,Recurso,TEC1,,Hour18,213000.0,kW,kW,False,,213.0
2026-06-01,Recurso,TEC1,,Hour19,213000.0,kW,kW,False,,213.0
2026-06-01,Recurso,TEC1,,Hour20,213000.0,kW,kW,False,,213.0
2026-06-01,Recurso,TEC1,,Hour21,213000.0,kW,kW,False,,213.0
2026-06-01,Recurso,TEC1,,Hour22,213000.0,kW,kW,False,,213.0
2026-06-01,Recurso,TEC1,,Hour23,213000.0,kW,kW,False,,213.0
2026-06-01,Recurso,TEC1,,Hour24,213000.0,kW,kW,False,,213.0
2026-06-01,Recurso,TFL1,,Hour01,160000.0,kW,kW,False,,160.0
2026-06-01,Recurso,TFL1,,Hour02,160000.0,kW,kW,False,,160.0
